n_observations,flux_mean,flux_std,flux_median,flux_min,flux_max,flux_range,flux_skew,flux_kurtosis,flux_p25,flux_p75,flux_iqr,observation_duration,mean_time_interval,std_time_interval,flux_cv,flux_mad,flux_amplitude,flux_err_mean,flux_err_median,flux_trend_slope,flux_mean_u,flux_max_u,n_obs_u,flux_mean_g,flux_max_g,n_obs_g,flux_mean_r,flux_max_r,n_obs_r,flux_mean_i,flux_max_i,n_obs_i,flux_mean_z,flux_max_z,n_obs_z,flux_mean_y,flux_max_y,n_obs_y,color_g_r,color_r_i,color_i_z,object_id
140,0.8705797407606789,4.867778530782114,1.0382139653620017,-12.175274752493035,12.741559452549593,24.916834205042626,-0.06259556027022853,-0.0008398681448826828,-1.863268796461199,3.6474805474286724,5.510749343889872,2333.229800000001,16.78582589928058,37.84961984934096,5.591421788116546,2.745161879132456,12.458417102521313,5.0038323500134565,5.000452620756657,-1.0943606703060988,2.6721722766274456,11.754954630512842,10,2.748340124465234,12.741559452549593,13,0.7430067111038363,11.762197888251428,38,0.22790907023957538,11.934094356783799,35,0.82465127090056,6.7110511669374535,27,0.056138972207441774,7.649939909971434,17,2.005333413361398,0.5150976408642609,-0.5967422006609846,synthetic_10
153,1.7588851725030832,5.223227445013291,1.8472489488290667,-15.408605276752038,19.894799590264604,35.30340486701664,0.10300281184371293,0.8609174116994098,-1.587437351447936,5.196343898668406,6.783781250116342,2214.5841,14.569632236842105,37.42069296938127,2.969623899654618,3.384884837906612,17.65170243350832,5.069548713905108,5.040320177184198,-2.0216697205868157,1.5827226565630308,10.62601004671545,13,1.135118267348112,8.051440882059447,11,2.0868417080358177,16.66048890341687,39,1.6157499446694812,12.00765792144096,34,2.266497165005671,19.894799590264604,35,0.9713338290221571,10.87595187815182,21,-0.9517234406877058,0.4710917633663365,-0.6507472203361899,synthetic_11
179,0.36662665762901986,4.976215869311457,0.16604686865866664,-13.310390268511052,15.433166331927406,28.74355660043846,0.2529631959673197,-0.07100765632295625,-3.4394890845071027,3.7810578357556075,7.22054692026271,3056.698199999999,17.172461797752803,38.509535082664144,13.572978848545059,3.6164982674206256,14.37177830021923,5.021867409674464,5.002625791758954,1.7027449749062176,0.023632432898901615,7.440930388925926,9,-0.3943541020286987,9.515690008427754,16,1.3223520062470668,15.433166331927406,43,0.2881059245452766,15.006173806787912,45,1.0181559894143115,9.341896419325698,40,-1.493422961452698,10.596291526522602,26,-1.7167061082757655,1.0342460817017902,-0.7300500648690349,synthetic_12
146,0.5885348554764269,4.933534524190975,1.0124973845819851,-11.981606149410053,17.391693185833383,29.373299335243438,-0.032186896864556454,0.47026756775019996,-2.3015025742035404,3.6508522918122632,5.952354866015804,1974.1140999999989,13.614579999999993,40.670165924934786,8.382739744780642,3.0502641204565455,14.686649667621719,5.011943667436645,5.009558429320737,0.18859900114009104,1.3005038493834715,6.7525631555188514,14,1.4308405269308146,10.287518957558971,16,1.168042212234445,8.174259290747083,29,-0.10324383972023757,12.885676155992865,33,-0.05008949034527527,10.336127843215749,31,0.6918340579986592,17.391693185833383,23,0.2627983146963697,1.2712860519546825,-0.0531543493749623,synthetic_13
142,-0.24645594184845196,4.62658362231233,-0.10434708631911402,-12.863666529458818,12.805306273559232,25.66897280301805,-0.07869855839740847,0.32007748060453034,-2.862230421745742,2.309415916867793,5.1716463386135345,2036.0518999999986,14.44008439716311,40.71760215974403,18.772457209237256,2.6792412439679527,12.834486401509025,5.0098595813227895,5.00411142859166,2.682228499998011,-1.3839859602176374,4.959592071238412,11,-0.832025643847333,10.018823986171263,12,-0.6325064076814768,11.703190990030484,39,0.2324797234163577,12.805306273559232,32,-0.27351974324714,3.513178407735074,28,0.7549180553627955,7.744002556247354,20,-0.1995192361658562,-0.8649861310978345,0.5059994666634977,synthetic_14
141,0.7247953528341106,5.530246903117704,0.5578728521498997,-14.166239682185623,17.91456763531105,32.08080731749668,0.27553423074761113,0.534002965777673,-3.0277068591798617,4.257705750225685,7.2854126094055465,1950.9182999999975,13.935130714285696,27.29816122207922,7.630080520650709,3.6386518539722226,16.04040365874834,5.0205885161771535,5.0087598816528045,0.5853124731846044,0.6207929782694,9.044049185686383,23,1.193320428823424,15.64030772976719,23,0.24876653845394353,13.449455780615585,34,1.2762930419028204,15.511537931614788,36,-0.9387692070214038,17.91456763531105,13,1.5225770218181047,10.367818966758943,12,0.9445538903694806,-1.027526503448877,2.215062248924224,synthetic_15
149,0.5125561282297079,4.906022996248267,1.060229543645824,-13.024229894456901,10.748406648382245,23.772636542839145,-0.2102248109953401,-0.7143062184165196,-3.006099995952062,4.51503439290025,7.521134388852312,2185.4922000000006,14.766839189189193,44.464420852181995,9.571679521602709,3.7801661913563147,11.886318271419572,5.030593494961502,5.010771974342557,-2.305147308356896,-1.954725224213304,8.481667996339302,9,1.502253072953961,8.54331213342423,11,1.231355434057234,7.9489335740823615,28,-0.30906370415017376,10.748406648382245,40,0.7129451401088407,8.41907725272342,35,1.1680816319325997,7.064288632858406,26,0.270897638896727,1.5404191382074077,-1.0220088442590145,synthetic_16
182,0.8209258382804757,4.628305596762205,1.042380686899099,-11.615352975836656,11.186017162475064,22.801370138311718,-0.09204775339282874,-0.1940001021311062,-2.151602437805179,3.93952673593776,6.091129173742939,2248.7523,12.424045856353592,40.25988018601934,5.637909517450112,3.0389635890896853,11.400685069155859,5.047928946969801,5.00888312638501,-0.8886129441672735,1.2369457227466636,8.562938104851876,14,0.5176289585766117,7.6267407897044945,14,2.070580001230621,10.857861074109469,37,1.3172749646786417,9.317340522561748,50,-0.2625219706100013,11.186017162475064,41,-0.2641288636897796,10.702775425719084,26,-1.5529510426540094,0.7533050365519793,1.579796935288643,synthetic_17
173,-0.34668099703900224,4.908646595730555,-0.5246931019015647,-16.7163245640059,14.460687644139051,31.17701220814495,-0.05890051117441419,0.5674597217034743,-3.504444962193169,2.788689657097512,6.293134619290681,2136.5803000000014,12.421978488372101,33.599342684371194,14.15897218957843,3.182651146843793,15.588506104072476,5.0166838799888565,5.006471831601648,0.5921606799372262,-1.1586045131120797,3.515782469419556,13,-2.6205514748579235,3.6348697500560183,15,0.34130227548659564,9.693230404056012,38,0.6801693036548072,14.460687644139051,40,-0.6946861052191181,11.44709004706541,40,-0.6664628185310993,8.24821077858062,27,-2.961853750344519,-0.33886702816821157,1.3748554088739253,synthetic_18
184,0.4606877007155423,5.048984766443336,0.5227232082122606,-16.16733046790374,15.678868762487987,31.846199230391726,0.04483728897544133,0.40751235785679807,-3.0317930411058125,3.4133469435452057,6.445139984651018,2457.131500000003,13.426948087431711,35.92773497321831,10.959669117715165,3.1848193974882264,15.923099615195863,5.037472108878099,5.014905155717795,-2.0756426015275777,-0.3720776916566123,10.186920164916277,15,0.6078892826403435,8.281743963584795,18,1.6696830058518022,11.290709545649309,38,1.0460478005326073,15.678868762487987,45,-0.2731785411648405,13.79110092870744,47,-0.8702389806002632,7.831196429651941,21,-1.0617937232114587,0.6236352053191949,1.3192263416974477,synthetic_19
174,1.4218941532841571,5.824939345202129,1.2294937827205312,-10.949865539096036,18.49896607326214,29.448831612358177,0.17238937159976808,-0.2243296445843348,-2.389576865499474,5.578847128362166,7.96842399386164,1651.7762999999977,9.547839884393051,32.93702564261333,4.0966054552993505,4.080103629053013,14.724415806179088,5.055463495928984,5.007656239587943,2.725008929032609,0.5383228632374072,8.867196562335588,17,0.25289198588437106,8.68904402166245,15,2.2121979858490106,18.49896607326214,40,0.8516637955494377,12.50954232046946,44,1.1329149159595897,17.138248402202297,33,2.844695821733587,12.009960131458561,25,-1.9593059999646396,1.360534190299573,-0.281251120410152,synthetic_20
155,0.39239721976432684,5.098339987265856,0.28585309270757825,-12.36660285323102,12.117840005899899,24.48444285913092,0.13682737702221395,-0.31907756377727425,-3.2285222645864353,3.7667572872245216,6.995279551810957,2342.1719999999987,15.208909090909081,41.72768179021284,12.992803543123753,3.580908141832899,12.24222142956546,5.010723579605082,5.0030767706589705,-0.8898264194911563,0.9034457034484108,8.049107880817656,12,0.678514126902657,9.067555466389248,19,-0.38263129857106504,11.921445874142405,42,0.033872079868572276,11.722218599592638,29,1.1359634562259422,11.035237832767518,32,0.7536117064526299,12.117840005899899,21,1.061145425473722,-0.4165033784396373,-1.1020913763573699,synthetic_21
140,0.5670518873036282,4.429425330597731,0.452796666393553,-9.12235503934859,13.964069940080753,23.086424979429346,0.19961461524126278,-0.048648271567850454,-2.502978243535496,3.7428862886468997,6.245864532182395,2326.7891999999993,16.739490647482008,49.206324156054784,7.81132279033575,3.1880940810252265,11.543212489714673,5.0007456289529895,5.000131113422132,-0.2945127314544997,2.416622077484838,11.181094087310127,12,2.646524120106624,7.349343478431884,13,0.37119732147411577,8.845331835068848,33,-1.2246314301066594,4.420828164343659,26,0.8650075038944749,10.214333502286093,30,0.37014100725372556,13.964069940080753,26,2.2753267986325083,1.5958287515807752,-2.089638934001134,synthetic_22
129,0.40737611484257985,5.203944272861538,0.62452532007154,-11.295722639381616,16.269346445262077,27.565069084643692,0.3787490714592589,0.013276790487031231,-3.370861075736017,3.091017188270049,6.4618782640060655,2158.9284000000043,16.866628125000034,44.72704123213309,12.774298942078305,3.6344827443218857,13.782534542321846,5.032438680924033,5.009628680135874,-2.235459083641008,-0.9424123889724836,10.534571543468918,9,-0.6481961276631386,7.549661928387623,9,-0.3965154196662358,9.373947089547116,35,0.7629020821760025,13.455475170016577,29,1.652957409299591,9.934022945222173,23,0.8584522648223744,16.269346445262077,24,-0.2516807079969028,-1.1594175018422384,-0.8900553271235884,synthetic_23
140,0.05356125328106382,5.515726343998843,0.06544743260478011,-13.128724349955869,13.312583493090996,26.441307843046864,0.2589108749822091,-0.14405539404221068,-3.686852189776128,3.3961055441729675,7.082957733949096,2326.7891999999993,16.739490647482008,49.206324156054784,102.97978493996305,3.662891483117285,13.220653921523432,5.005840244993718,5.000846214389717,-2.8548654422682174,-1.994999807565181,5.408669892297779,12,0.5329982362345287,8.727618123691357,13,-0.9228879998780009,9.681419107152086,33,0.6372974492857579,13.312583493090996,26,1.4657975623940895,12.293612469434933,30,-0.21456771069985153,7.166076822395232,26,1.4558862361125295,-1.5601854491637588,-0.8285001131083316,synthetic_24
153,0.5898540855741298,5.253390079571333,-0.1254796843331154,-13.091361739390424,13.693343561324804,26.784705300715228,0.4467927703554544,-0.17413950558405977,-3.5154046362157505,3.628694508101067,7.144099144316817,2214.5841,14.569632236842105,37.42069296938127,8.906253610938352,3.6533329685558527,13.392352650357614,5.047200651591871,5.026874082011939,-4.75877335629127,1.4453438156401315,13.113666189313959,13,-2.197779319648477,5.161600695298878,11,1.9405799517607534,12.824663520511328,39,-0.21989672877478186,13.693343561324804,34,0.8554019785403965,13.646779843215779,35,-0.11959145636129774,9.076069249776983,21,-4.1383592714092305,2.160476680535535,-1.0752987073151783,synthetic_25
121,4.165142234447666,7.286044990240507,2.8187106741991883,-11.334640420228718,28.257833304821958,39.592473725050674,0.7813751826505796,1.0549030206432484,-0.7592394363463333,8.459687968682953,9.218927405029287,1883.8196000000025,15.698496666666689,42.825398169636195,1.74929079971904,4.810213060776347,19.796236862525337,5.179917513296476,5.022826253635803,-8.09011484803248,6.722125813916688,15.451562115280936,7,1.5309221277701097,12.780334135031758,13,5.674039511098394,27.43307741288637,26,4.2217421427416015,25.056687666471504,30,4.405222826030906,28.257833304821958,25,2.635873989408021,17.34870027899214,20,-4.143117383328285,1.4522973683567928,-0.18348068328930456,synthetic_26
185,1.1922903786768342,5.6323378457087285,0.8697170030972311,-15.175532394435232,14.559107632873893,29.734640027309126,0.2109575618184286,-0.5014382435676303,-3.570187069706102,4.7134152765596165,8.283602346265718,2318.8055999999997,12.602204347826085,26.014655806492375,4.723964854903314,4.142713077149197,14.867320013654563,5.076127830105935,5.034311958359226,-0.3299781203924653,1.0610456565774538,10.765190255489237,27,-0.5295614262896413,10.181864485217238,21,0.7245463835046337,12.471166301658588,32,2.2022264546576404,14.559107632873893,50,0.9643442851649615,12.365583458741428,34,1.7600840275746006,11.490034774299835,21,-1.254107809794275,-1.4776800711530067,1.237882169492679,synthetic_27
151,0.7972931339000604,5.442303847352052,0.6764785166435641,-10.49276497473973,14.501817749474524,24.994582724214254,0.10723018788176084,-0.45336009228816554,-2.6548743591283728,4.905638845091185,7.560513204219558,2260.387999999999,15.069253333333327,43.973555640693945,6.825976063195645,3.8196634047415827,12.497291362107127,5.0348428835066406,5.006241232447798,2.4219791829690003,0.4639735726828277,12.133931878743423,14,-0.9004006754420933,12.136660377531122,18,0.4695289904240029,10.588313421351899,43,1.8151407616444195,11.011064457526315,33,1.4057887295242304,14.501817749474524,26,0.7919380393634853,8.048873921752335,17,-1.3699296658660962,-1.3456117712204165,0.4093520321201891,synthetic_28
174,-0.06798596063217921,5.867274930885551,-0.1686050658849183,-14.091211215947682,14.600071873018598,28.69128308896628,0.2714878272107885,-0.3230901374935158,-4.3005542887780575,3.563392565289409,7.863946854067466,1651.7762999999977,9.547839884393051,32.93702564261333,86.30127273819006,4.01719092704233,14.34564154448314,5.011000685130612,5.001077708718112,1.976437030293197,1.173646023242298,10.401905037056558,17,0.33374655936227354,14.600071873018598,15,-0.43846235802827077,14.534528266496416,40,1.2244704168714524,13.040950445022446,44,-1.7604282776679747,8.493756938574522,33,-0.6012723517488908,10.362470660672958,25,0.7722089173905443,-1.6629327748997231,2.984898694539427,synthetic_29
167,0.4586041729442137,4.971634583698157,0.5976567197742196,-13.749137603932326,16.81487412856497,30.564011732497296,0.2686904331214685,0.6914061377219647,-2.900239959608759,3.39350977092941,6.293749730538169,2358.378499999999,14.207099397590355,32.07695000027968,10.840796654292383,3.123464505369686,15.282005866248648,5.005039197282117,5.0011331340895016,-1.9050806332546126,-0.6003472115456787,7.54310852966,16,0.0970768556751826,13.234057494869774,17,-0.2208973861367001,11.903783046707302,44,0.35978594300955513,9.490862808282431,32,2.184702732132889,16.81487412856497,34,0.35285781838030195,9.630099192185039,24,0.3179742418118827,-0.5806833291462552,-1.824916789123334,synthetic_30
141,1.2110036222895955,5.0471920999674555,0.4261230402662404,-10.02145029115814,12.484092438520378,22.505542729678517,0.13315883816788335,-0.6502768738575924,-2.5957957140146077,5.0493724834123155,7.645168197426923,1950.9182999999975,13.935130714285696,27.29816122207922,4.167776220540889,3.993401941340326,11.252771364839258,5.036631123124386,5.008773639884569,-1.655835392293766,0.3535659188182401,5.1735050754456,23,2.346508389622389,12.484092438520378,23,0.7524372710273057,10.737903093255987,34,1.7139392500661237,12.194546179747395,36,0.07768892332427857,10.836993435540698,13,1.6962637856811646,11.279592300923444,12,1.5940711185950833,-0.961501979038818,1.6362503267418451,synthetic_31
103,0.4291203901466995,5.232307793026636,0.5487854295083532,-13.110738178588273,16.729433520080516,29.84017169866879,0.4671378442063103,1.9261126343922284,-2.6452809115268385,3.2895135045950346,5.934794416121873,2235.3362999999954,21.915061764705836,57.681937258574514,12.193099915941804,3.147914082371562,14.920085849334395,5.05169311492014,5.008219647788001,-0.2753013638235965,0.7191482738587636,16.729433520080516,10,-2.18760438411702,0.7618046109445533,8,1.3764694989186208,8.682387388839523,27,-0.38484928761124737,5.364658257403197,23,0.4936800389377784,14.306592759096981,18,1.0181981742843806,16.387455263698424,17,-3.5640738830356407,1.761318786529868,-0.8785293265490257,synthetic_32
158,1.192749019658792,5.36111558514059,1.3907540406955945,-16.279493044004774,14.710974813991967,30.99046785799674,-0.09715978601986205,0.14029705619792399,-2.6943484857113917,4.570414193265775,7.264762678977167,1631.460699999996,10.391469426751566,30.958449932028557,4.49475580929359,3.651888428999888,15.49523392899837,5.052040929699643,5.00092658874218,-5.379401871741984,-1.1836892029607602,7.2388450323735665,13,1.2936026323660832,10.265059727901498,15,2.169166337364666,11.437551941985616,42,0.47311634965643024,14.710974813991967,36,-0.4407505392120279,10.053175883625517,27,3.528054202434602,13.336877349879195,25,-0.8755637049985829,1.696049987708236,0.9138668888684581,synthetic_33
100,0.5698000273552664,5.01784044452427,-0.18809932947161556,-11.636739778739463,14.856029585411765,26.49276936415123,0.614436603876525,0.4796880990748935,-2.849563180180959,3.2809583779315625,6.130521558112521,1285.1951000000045,12.981768686868731,37.96052546421245,8.80631836368039,2.9437614619414734,13.246384682075615,5.0291713696170275,5.001993990028286,2.2642032206337817,-0.44682559847173736,2.5703842936288526,6,-0.17580818875474688,14.856029585411765,11,2.0762006993775546,12.633104139818451,20,1.1320973998683128,9.027892438570507,23,-0.12763139038880836,12.908426183325941,19,-0.16868625545122165,12.682847869471955,21,-2.2520088881323015,0.9441032995092418,1.2597287902571213,synthetic_34
178,0.1765622472848876,5.0203668075508325,0.5519535330879799,-16.35639772817303,15.90294546928758,32.25934319746061,-0.16824084959074703,0.7359042116406114,-2.890609874304385,3.589230707534774,6.479840581839159,2362.919600000001,13.349828248587576,30.55905915551817,28.433976598917805,3.3081701473152494,16.129671598730305,5.007519334215289,5.000458684193238,-1.3197502637853404,-0.47063104217432916,7.484058036581516,15,-0.4144923464027853,8.911985701997224,18,-0.2161404959562263,6.259162365626767,42,0.17316162784729977,13.271155731588983,40,1.147130936999477,15.90294546928758,38,0.18035471979457793,8.971535498711319,25,-0.198351850446559,-0.3893021238035261,-0.9739693091521773,synthetic_35
161,0.6846539963325765,5.242119381676842,0.6428885557571227,-18.64125595268886,15.294257345396172,33.93551329808503,-0.20631838353435555,0.5729575174191401,-2.544449425163306,3.794886055331096,6.339335480494402,1883.4789000000019,11.771743125000011,33.7760067831596,7.656596484876776,3.1605958861434837,16.967756649042514,5.012017767314703,5.002328844670856,0.14691520304713332,-1.4679175447154562,4.792846608868684,14,0.5402060673913539,10.971248890238366,12,0.9535708881295876,15.294257345396172,39,2.187144471504354,10.009730825534659,37,-0.17982971117157517,11.315015755332412,36,0.550344597666376,9.762858145163786,23,-0.41336482073823366,-1.2335735833747665,2.3669741826759294,synthetic_36
154,0.7219313819894542,5.180707089887825,0.7217962170070036,-13.126849912671332,12.231430138852119,25.35828005152345,-0.19956352615304918,-0.3655030205002441,-2.5396959580049225,4.726007822799417,7.26570378080434,2728.4558000000034,17.833044444444468,51.16275666873631,7.1761765995144176,3.7121688570916733,12.679140025761725,5.038669469438934,5.006184327727199,-2.987212636237116,-2.2806272888491783,5.964012674113952,14,1.8766254495856394,9.973865306342592,16,0.5010545147950161,10.284048646311943,43,0.8192236075740666,8.87257609432332,31,1.884530777417497,12.231430138852119,27,0.6633304658973929,9.219507298332788,23,1.3755709347906233,-0.3181690927790506,-1.0653071698434304,synthetic_37
170,0.2027038091974689,5.0287643427457365,0.4484680187680903,-16.90063377529628,10.374010353387481,27.27464412868376,-0.2122180478711602,-0.06727129069862414,-3.109627059379391,3.7444966796186003,6.854123738997991,2601.299500000001,15.392304733727817,38.830636406616634,24.808435335553277,3.476555730870974,13.63732206434188,5.036876622200441,5.0098910158107985,1.8779220560095875,2.783907833814167,8.124803332618967,10,0.6124991968311614,9.204871207333536,20,-0.6822605583957563,7.245843070490075,45,-0.00134543585548752,9.069193284125168,38,0.9448719952424239,10.336408890907174,30,-0.11936010659816078,10.374010353387481,27,1.2947597552269177,-0.6809151225402688,-0.9462174310979115,synthetic_38
90,3.726755521755064,5.489318341942185,4.049525847146757,-10.05296163467156,17.069680002070605,27.122641636742166,-0.14599473473767138,-0.3835620378787157,-0.010420046209487374,7.6570960793405956,7.667516125550083,1366.2147999999943,15.350728089887577,42.82385696886459,1.4729483353276327,3.731381870710459,13.561320818371083,5.163347984298863,5.135818990122055,-7.121596788446212,3.715375161100755,9.004279206605561,10,5.187520897348591,12.495425337044985,10,3.068667633297781,11.02485840162679,22,3.0972284052805272,11.967751471361698,21,3.209293476454014,11.643215317437162,18,6.228807705983083,17.069680002070605,9,2.11885326405081,-0.028560771982746314,-0.11206507117348696,synthetic_39
155,-0.08519180460072188,4.503165577843071,-0.3108564233155906,-11.690285761275126,9.814019422419607,21.504305183694733,-0.027064255890367917,-0.20780782096718697,-2.996494016777748,2.827474625231209,5.823968642008957,2856.3611999999994,18.547799999999995,47.77789319678932,52.859140605702265,2.9451580069481533,10.752152591847366,5.00679963485464,5.001910924361232,-0.7694454523369634,-1.3225423630577389,8.709299395135865,13,1.0845303060121378,8.579677171874058,13,-0.03378609560816121,9.300589955624694,28,-1.0635802614131846,8.066736574705617,41,0.005017145046765343,8.811695269132466,31,1.182299894034493,9.814019422419607,29,1.118316401620299,1.0297941658050234,-1.06859740645995,synthetic_40
