object_id,flux_ratio_u_g,flux_ratio_g_r,flux_ratio_r_i,flux_ratio_i_z,color_evolution_ug,max_flux_corrected,snr_peak,n_detections,rise_time,fade_time,asymmetry_ratio,flux_skewness,duration,Z,EBV,target,n_observations,flux_mean,flux_std,flux_median,flux_min,flux_max,flux_range,flux_skew,flux_kurtosis,flux_p25,flux_p75,flux_iqr,observation_duration,mean_time_interval,std_time_interval,flux_cv,flux_mad,flux_amplitude,flux_err_mean,flux_err_median,signal_to_noise_mean,flux_trend_slope,n_obs_u,flux_mean_u,flux_std_u,flux_max_u,n_obs_g,flux_mean_g,flux_std_g,flux_max_g,n_obs_r,flux_mean_r,flux_std_r,flux_max_r,n_obs_i,flux_mean_i,flux_std_i,flux_max_i,n_obs_z,flux_mean_z,flux_std_z,flux_max_z,n_obs_y,flux_mean_y,flux_std_y,flux_max_y,color_g_r,color_r_i,color_i_z,n_significant_detections,frac_significant_detections,n_peaks
amath_gwador_helegnen,1.900728976924076,1.2357018201060603,1.4578803405125966,1.3594867226701532,,6.669892356474056,23.208159320750724,57,1816.227100000004,39.60620000000199,45.85714105367121,0.1772381676329093,2464.0713000000032,0.7056,0.009,0,140,0.1155276949285715,1.983130293268598,-0.0363778499999999,-7.01816672,6.43959308,13.4577598,0.1712044499293119,1.900181166424434,-0.9568426775,1.2858278775,2.242670555,2464.0713000000032,17.72713165467628,31.643221922643622,17.165843172883587,1.173082105,6.7288799,0.4280240094285714,0.2873942849999999,-0.396401566180687,4.653957780077419,13,1.0694439107692306,4.6109522803117695,6.43959308,13,0.2067624384615385,2.414238591558353,3.41434836,36,-0.2170422736111111,1.577570562372224,2.78649933,34,0.0556292085294118,1.2334570237907734,1.92065899,24,0.1528924404166667,0.8632253958969981,1.41788593,20,0.091795247,1.6391569476053554,3.76867221,0.4238047120726496,-0.2726714821405229,-0.0972632318872548,37,0.2642857142857143,52
amlug_loss_ang,1.5640044074552593,0.405624841845946,1.1777506700092215,1.0953250981502132,,41.62401272862552,162.73550032316015,91,444.96340000000055,1426.784799999994,0.3118644101058564,3.333747462029176,2573.0492000000013,3.45,0.042,0,109,-1.0529830090825687,7.821593878967099,-3.23208136,-6.10670494,38.10271705,44.20942199,3.339290727914139,11.555443765802623,-4.56614465,-1.99474474,2.57139991,2573.0492000000013,23.82452962962964,52.86081780574892,7.428034271684792,1.27255539,22.104710995,0.4060081762385321,0.25577709,-3.865487552645425,-11.0047311680673,8,1.6019229949999998,8.472103705028342,22.41254957,13,-0.7947980853846155,5.211448000550058,14.85860681,29,-0.451483514827586,9.814932312291193,38.10271705,24,-2.04879576625,7.734392919604491,33.09513719,21,-1.57483478,8.084325858323416,30.72763579,14,-1.5658932957142857,4.784031424154941,8.74909108,-0.3433145705570295,1.597312251422414,-0.47396098625,13,0.1192660550458715,33
amon_imloth_luin,0.2268964420625998,0.3139823647713888,0.7774834895358044,0.873031557354917,,4.410119268634142,15.421391833163668,22,1056.3827999999994,4.879300000000512,216.50294099561177,1.188474521342484,1888.3146999999956,0.7766,0.055,1,119,0.5254073463025211,1.2305203408037406,0.13738491,-2.42171096,4.17405661,6.59576757,1.215867770460902,1.376489902386243,-0.13162295,0.789486405,0.921109355,1888.3146999999956,16.002666949152502,43.759412527133534,2.342031091615584,0.37594493,3.297883785,0.4673154768067227,0.28597414,1.8884871703783408,0.693014218473605,11,-0.0498174654545454,0.207788196965987,0.16762955,7,0.0973242457142857,0.3681232530567885,0.77466671,31,0.4435458490322581,0.7754996474177298,2.59779955,25,0.6168014723999999,1.3201994872870435,3.44213946,26,0.6839296734615387,1.5423152382238707,4.03058904,19,0.8125298405263158,1.6754603361029372,4.17405661,-0.3462216033179723,-0.1732556233677418,-0.0671282010615387,26,0.2184873949579832,39
andrann_puig_fern,5.9030138801428444,0.0427252580412573,1.6325517402352598,0.8800149823739857,,9.68943250797294,25.13884578817052,12,7.272500000006403,55.75589999999647,0.1304346266495001,2.8613056681619327,2213.267399999997,0.3568,0.019,0,159,0.4420676576729559,1.5619200390542416,0.05317425,-1.80461174,9.30962831,11.11424005,2.847828884223527,9.727616209462322,-0.18107655,0.379782215,0.560858765,2213.267399999997,14.008021518987324,37.91182295845889,3.5332149094013987,0.27398953,5.557120025000001,0.5478001294968553,0.38543665,0.986151952477058,2.110000867005469,12,0.0515776858333333,0.9201892172218564,2.26903106,14,-0.0012026707142857,0.2717665834432717,0.39073313,41,0.4138806465853659,1.5931882792112777,9.30962831,37,0.5186915572972973,1.4695514059577814,5.76138089,35,0.635255484857143,1.637086737244139,6.59693981,20,0.5646013315000001,2.2751268847948656,5.44180882,-0.4150833172996516,-0.1048109107119313,-0.1165639275598456,15,0.0943396226415094,53
ang_cugu_harad,0.7739899042845655,0.3429093197039009,0.9913046914409376,1.2762677774406002,,3.1407580631783207,11.20333980862532,19,1463.019899999999,627.4104999999981,2.3318384056371446,-0.1213720183985926,2557.4712999999974,0.7503,0.016,0,139,0.2718371903597121,0.9161305081105172,0.05635351,-3.24960863,3.0908938,6.34050243,-0.1267579586843447,2.353663986206549,-0.2596124199999999,0.8182995399999999,1.0779119599999998,2557.4712999999974,18.53240072463766,47.69549352261491,3.3701441178752454,0.46435399,3.170251215,0.4188114043884892,0.28034123,0.9525802751991476,1.4361360223569934,13,0.016466023076923,0.4194708986862018,0.5135622,13,0.1336162130769231,0.3347775867378091,0.6727414,36,0.4685519449999999,0.7046386334431438,1.99151722,32,0.195063816875,0.8618651118737082,2.02643979,22,0.1996238336363636,0.8102950944416419,1.59799678,23,0.3622897343478261,1.5838998142957448,3.0908938,-0.3349357319230769,0.273488128125,-0.0045600167613636,26,0.1870503597122302,44
ang_neledh_aith,1.4378242904489162,0.4870853884184253,0.6029466482784388,1.038443539325193,,5.501821102717198,21.2534574229683,14,231.57479999999487,139.39459999999963,1.6612896051927082,1.9012863428947724,1115.1563999999998,0.2095,0.118,0,100,0.5167370424000001,1.0483418124196588,0.126224805,-0.88861713,4.61859601,5.50721314,2.002487100483336,4.1944887474352015,-0.0591342075,0.6393146675,0.698448875,1115.1563999999998,11.26420606060606,34.27592954024616,2.028772327895452,0.270784465,2.75360657,0.3761386215,0.25886711,1.962963140879842,-0.283546310718032,11,0.1094789918181818,0.5717746835871051,1.46560004,11,0.0867315072727272,0.3616467227905123,1.12846697,25,0.2605552572,0.6625819443935953,2.58781574,25,0.8203055123999999,1.289031287603648,4.57468152,15,0.8168384280000002,1.1873146900077294,4.61859601,13,0.7877917761538462,1.4132132199897929,3.47964524,-0.1738237499272727,-0.5597502552,0.0034670843999997,18,0.18,33
angos_rusc_curunir,1.0773779456115655,0.3046277722804048,0.8381944308537765,1.1724204642674922,,4.094305870274951,15.288704984526216,41,1095.9182999999975,291.49170000000595,3.7596895554829697,0.7432806670773405,1945.537400000001,0.215,0.049,0,141,0.8446682731914892,1.1247495649129675,0.68096171,-1.78462392,3.79227204,5.57689596,0.7518740350738987,0.228773596614864,0.04907516,1.24948069,1.20040553,1945.537400000001,13.89669571428572,39.64878160150746,1.3315873232259825,0.58101705,2.78844798,0.3859586654609929,0.26779939,3.4290623101806106,0.9693040131945008,6,0.4431461183333333,0.4054729721092748,0.93020406,10,0.2790373790000001,0.4761731282846568,0.90064937,34,0.8156808520588235,0.9925671007645668,3.09555878,40,1.03217042925,1.215252240038329,3.79227204,31,0.7940960912903224,1.1664283145658247,3.29869448,20,1.0006015525,1.3983860134461112,3.66747012,-0.5366434730588234,-0.2164895771911765,0.2380743379596775,57,0.4042553191489361,43
annon_adab_lossen,0.9095949313114274,1.2906188125947102,1.229305971632101,1.0408594554000177,,7.447735102490053,29.71647210763079,34,911.3208000000012,207.92269999999556,4.382978866665453,0.0198128966143285,1167.9063000000024,2.736,0.03,0,47,3.051286163829787,1.772329181215582,3.43061116,-0.93236957,6.79811053,7.730480099999999,-0.118892144030076,-0.5307598482684801,1.30911571,4.1394667300000005,2.8303510200000006,1167.9063000000024,25.3892673913044,53.57134566242996,0.5808465958469996,0.96840972,3.86524005,0.4225342412765958,0.25062649,16.62249812262725,4.580751308267317,3,4.429705613333334,2.6860751113616432,6.02565487,6,4.636695145,1.909780690225624,6.79811053,11,3.227145580909091,1.5018748969050422,5.41759119,11,2.7322096554545454,1.3577971116532592,4.47909464,8,2.07081778875,1.649099262329686,4.35530072,8,2.52271401,1.67462183516941,4.10569484,1.4095495640909088,0.4949359254545458,0.6613918667045455,37,0.7872340425531915,15
araf_hub_faun,0.4956693288572486,0.8071136945626616,1.1076428492046289,1.160660647106377,,6.16692340099855,22.594879976679614,19,363.786500000002,1086.9501999999993,0.3346855265310243,1.588138493092075,2200.357400000001,0.2929,0.012,0,719,0.0359792512795549,0.9390556575753094,-0.05671402,-6.15041435,6.01312946,12.16354381,1.554394192047443,14.721359891425989,-0.309673745,0.24445544,0.554129185,2200.357400000001,3.064564623955433,12.88612814420157,26.09992215454812,0.27045203,6.081771905,0.4677051694297636,0.27293455,0.2687850857742729,-0.2360307893347372,102,-0.0260330170588235,0.512442709834963,2.35422581,118,0.0982408052542372,0.8446763869252191,4.79897923,124,0.0045481597580645,0.675984703180628,6.01312946,126,0.0815250253174603,0.8761443482456576,5.46409707,120,0.0553499789166666,0.6482489554633437,4.73043573,129,-0.0042332409302325,1.5798985280091018,5.8051494,0.0936926454961727,-0.0769768655593957,0.0261750464007936,27,0.0375521557719054,238
aras_ryn_manadh,0.2300440448802071,0.6469634023833717,1.1506311292082505,1.4160994799654836,,,,10,1341.8844000000026,,,2.474546537025571,2295.135600000001,0.3513,0.03,0,185,0.2451992001092895,1.1910121864306888,0.05949964,-3.22726899,6.25734164,9.48461063,2.435390163052954,9.106660780206338,-0.228586575,0.295114645,0.52370122,2295.135600000001,12.473563043478268,35.52203334063583,4.8573249256108255,,4.742305314999999,0.4549150621081081,0.33631557,0.8842483972932784,,16,-0.003408828125,0.3698176238758119,0.88233311,13,0.3420979975,1.1463829408230335,3.93598633,44,0.2848617832558139,1.2890908486630712,6.25734164,47,0.2790704253191489,1.187626454455216,5.52710542,40,0.42244587125,1.0474724862439455,3.95024457,25,-0.0576953048,1.5735089899480434,5.01771391,0.057236214244186,0.0057913579366649,-0.143375445930851,13,0.0702702702702702,53
badhor_graw_aiglos,0.8413361826853194,0.7008127400201067,0.9886001676060936,0.9025043564336616,,2.78425881146414,10.151727457029638,12,1318.3487999999998,101.65580000000044,12.96875141408551,-0.3487608109428303,1518.4837000000043,1.206,0.013,0,90,0.3027756028888889,0.7397540537646098,0.37696688,-1.92893829,2.74828902,4.67722731,-0.3429812897272192,1.231924907001865,-0.2438626925,0.812272085,1.0561347775,1518.4837000000043,17.06161460674162,44.25828174224321,2.443241947852982,0.4808708299999999,2.338613655,0.3894287895555555,0.274264535,1.4053599333969922,1.4867616013384006,5,0.293440192,0.2650499520753395,0.63405977,7,0.2565578671428571,0.3604820328257666,0.76212785,19,0.3178514068421052,0.6216416441570741,1.10082794,24,0.3094124120833333,0.5897707024756257,1.12137576,22,0.3557558254545454,0.7048050243823604,1.24900408,13,0.2073073423076923,1.3556855250157722,2.74828902,-0.061293539699248,0.0084389947587719,-0.0463434133712121,27,0.3,28
badhor_magol_merilin,1.3696867091836316,1.3605658125042073,1.0529951029985452,1.0202547658155183,,7.158242446011558,20.937030675390154,57,1518.3182000000015,46.6623000000036,32.53843466781287,0.7412459247901763,2304.397799999999,1.429,0.062,0,120,1.4231705450000005,1.5120002214315995,1.37257851,-1.85559007,5.61926099,7.47485106,0.447713083095789,0.1358582665195276,0.2698619875,2.303956685,2.0340946975,2304.397799999999,19.36468739495797,45.1911884743943,1.0624167474120956,1.0627697,3.73742553,0.4946498072499999,0.34189387,5.924040812879111,2.904366164006436,10,3.674531842,2.126042499712233,5.61926099,11,1.9829066972727276,1.66961187457423,4.32783567,28,1.5917323146428572,1.337753356570532,3.37130161,25,1.3263874268,1.1220382675024796,3.31076882,27,0.932072634074074,1.0725188491439508,3.32665853,19,0.491001142631579,0.9680708371338662,2.45752883,0.3911743826298701,0.2653448878428572,0.3943147927259259,62,0.5166666666666667,37
badhor_onodrim_alagos,0.5618312458879117,0.63206790795948,0.7789942409109882,0.8117857336154122,,4.99497915579923,18.125103703555524,64,1912.109199999999,11.395199999999022,167.7995296265237,0.4984644188260896,2224.3367999999973,0.2254,0.03,0,169,0.899354274733728,1.174565310102163,0.99668524,-1.81158795,4.84731988,6.65890783,0.5362182702033784,0.8096845899832301,-0.01026586,1.47278559,1.48305145,2224.3367999999973,13.240099999999984,41.31944935849674,1.306009592771343,0.6787434600000001,3.329453915,0.431270739112426,0.27558348,3.40465056310618,2.106637164968629,10,0.331048983,0.4006612846712435,0.93931378,16,0.6216402274999999,0.6876405515800723,1.71568204,43,0.94650341,0.8995651031367407,2.79183061,41,0.7734854675609756,1.1043404604121976,3.64249377,30,1.1873487486666667,1.4121795585946613,4.54127083,29,1.0586595068965516,1.6278790824017262,4.84731988,-0.3248631825,0.1730179424390243,-0.4138632811056911,81,0.4792899408284023,58
baneth_pilin_tachol,0.4623760975958967,0.2801031957006331,1.0868392114305914,1.0954118038669296,,,,10,732.3087999999989,,,2.524666470280632,2233.060000000005,0.3759,0.019,0,162,0.1640352551552794,1.138990620469844,-0.00305175,-3.73197627,6.14399843,9.8759747,2.5203306709618336,10.735071483982274,-0.21618281,0.24434119,0.460524,2233.060000000005,13.86993788819879,40.50245884030644,6.943572096081723,,4.93798735,0.4439044403703703,0.312535495,0.7803161103693548,,10,0.0769001649999999,0.4498325171065296,0.63346262,13,0.1490291169230769,0.4058331246890418,1.39264113,36,0.4349748047222222,1.1518502306850067,5.06125191,38,0.0845744305263157,0.8561779850291134,4.70493746,36,0.1779452422857142,0.9256525130250488,4.32795203,29,-0.0481968586206896,1.8593828393381835,6.14399843,-0.2859456877991453,0.3504003741959064,-0.0933708117593984,10,0.0617283950617283,48
bragol_bronwe_lagor,0.7701192967087611,0.6148869282571316,0.7836742747969384,0.9638419441402156,,4.145870027298761,14.631942955781724,58,1133.4143999999942,44.74000000000524,25.333357174784567,-0.5999574703474464,2305.6035000000047,0.8324,0.052,0,123,1.2662747029268293,1.1850271219801782,1.36513743,-3.19544868,3.93574437,7.13119305,-0.5371831879716067,1.381574184591679,0.37138866,2.047607025,1.6762183649999995,2305.6035000000047,18.89838934426233,41.1786802349254,0.9358373181120512,0.7477429599999998,3.565596525,0.4634532312195122,0.28334378,5.3852046103943545,0.959494450246798,11,0.3954948736363636,0.3729230204385101,1.03168789,13,0.6390597023076923,0.519039443014333,1.40106772,31,1.4471304509677418,0.6093200816049086,2.39242464,29,1.6092922544827584,0.9255391797777918,3.1398744,20,1.1859235844999998,1.4899993035452632,3.32624668,19,1.465504087894737,1.980879253514284,3.93574437,-0.8080707486600496,-0.1621618035150165,0.4233686699827585,71,0.5772357723577236,40
bragol_nothrim_gas,2.4743834596820697,0.1571510986725916,0.5321222874402014,0.7110097643660263,,7.494777490598589,26.286626939899488,19,1475.7033999999985,48.51630000000296,30.4166517232334,1.923853709592152,1871.9196999999983,0.2525,0.226,0,120,0.5010108169999999,1.2987120983899922,0.1221655949999999,-2.39528834,5.97839139,8.37367973,2.0496216369745905,4.681314258346263,-0.10281086,0.423583545,0.526394405,1871.9196999999983,15.730417647058813,41.03402391798754,2.592183749976784,0.2336226049999999,4.186839865,0.3819200334166666,0.285117505,1.500966538557367,1.494084658264626,7,0.2030523014285714,0.2145486829332426,0.41686472,16,0.0195566518749999,0.1353827506008736,0.20471164,28,0.1860003203571428,0.417409620702582,1.61009802,29,0.721012552413793,1.2903675240612105,3.41905169,26,0.7992893865384616,1.7608485332362218,5.26446329,14,0.8205806042857142,2.1315402480341805,5.97839139,-0.1664436684821428,-0.5350122320566502,-0.0782768341246685,19,0.1583333333333333,37
celair_aerlinn_aes,0.5415812853834783,0.3248219976131797,0.721306846973464,1.534496172464787,,9.55870778174747,29.942398757840284,13,760.7902000000031,373.7215999999971,2.035713750556588,2.184868433865105,1868.607599999996,0.1663,0.222,0,150,0.2944513364666666,1.2539411020891256,0.06190075,-2.54446443,6.75486673,9.29933116,2.1462372824256577,7.511880947330249,-0.1370527524999999,0.426806035,0.5638587875000001,1868.607599999996,12.540990604026817,33.543248915377326,4.25856821414386,0.2692823399999999,4.64966558,0.4885080688666666,0.31923654,1.422328662570916,-0.0369620791164345,15,-0.1031915246666666,0.4623969743692089,0.50980621,14,0.0767879185714285,0.3306548165060409,1.13987774,35,0.1907592431428571,0.7620807742764506,4.32126838,34,0.5822822888235294,1.638621307999076,6.75486673,28,0.6482707164285715,1.3789760469687349,4.81148322,24,0.0006162954166666,1.593005984037143,3.71351734,-0.1139713245714285,-0.3915230456806722,-0.065988427605042,13,0.0866666666666666,43
