n_observations,flux_mean,flux_std,flux_median,flux_min,flux_max,flux_range,flux_skew,flux_kurtosis,flux_p25,flux_p75,flux_iqr,observation_duration,mean_time_interval,std_time_interval,flux_cv,flux_mad,flux_amplitude,flux_err_mean,flux_err_median,signal_to_noise_mean,flux_trend_slope,n_obs_u,flux_mean_u,flux_std_u,flux_max_u,n_obs_g,flux_mean_g,flux_std_g,flux_max_g,n_obs_r,flux_mean_r,flux_std_r,flux_max_r,n_obs_i,flux_mean_i,flux_std_i,flux_max_i,n_obs_z,flux_mean_z,flux_std_z,flux_max_z,n_obs_y,flux_mean_y,flux_std_y,flux_max_y,color_g_r,color_r_i,color_i_z,n_significant_detections,frac_significant_detections,n_peaks,object_id
140,0.11552769492857158,1.9831302932685981,-0.036377849999999996,-7.01816672,6.43959308,13.4577598,0.1712044499293119,1.9001811664244341,-0.9568426775,1.2858278775,2.242670555,2464.0713000000032,17.72713165467628,31.643221922643626,17.165843172883587,1.173082105,6.7288799,0.42802400942857144,0.28739428499999997,-0.39640156618068706,4.653957780077419,13,1.0694439107692306,4.6109522803117695,6.43959308,13,0.20676243846153855,2.414238591558353,3.41434836,36,-0.2170422736111111,1.577570562372224,2.78649933,34,0.055629208529411805,1.2334570237907734,1.92065899,24,0.1528924404166667,0.8632253958969981,1.41788593,20,0.09179524700000001,1.6391569476053554,3.76867221,0.42380471207264964,-0.2726714821405229,-0.09726323188725489,37,0.2642857142857143,52,amath_gwador_helegnen
109,-1.0529830090825687,7.821593878967099,-3.23208136,-6.10670494,38.10271705,44.20942199,3.339290727914139,11.555443765802625,-4.56614465,-1.99474474,2.5713999100000002,2573.0492000000013,23.82452962962964,52.860817805748916,7.428034271684792,1.27255539,22.104710995,0.4060081762385321,0.25577709,-3.8654875526454253,-11.0047311680673,8,1.6019229949999998,8.472103705028342,22.41254957,13,-0.7947980853846155,5.211448000550058,14.85860681,29,-0.451483514827586,9.814932312291193,38.10271705,24,-2.04879576625,7.734392919604491,33.09513719,21,-1.57483478,8.084325858323416,30.72763579,14,-1.5658932957142855,4.784031424154941,8.74909108,-0.3433145705570295,1.597312251422414,-0.47396098625000005,13,0.11926605504587157,33,amlug_loss_ang
119,0.5254073463025211,1.2305203408037406,0.13738491,-2.42171096,4.17405661,6.59576757,1.215867770460902,1.376489902386243,-0.13162295000000002,0.789486405,0.921109355,1888.3146999999954,16.002666949152502,43.759412527133534,2.342031091615584,0.37594493000000007,3.297883785,0.46731547680672275,0.28597414,1.8884871703783412,0.693014218473605,11,-0.049817465454545455,0.207788196965987,0.16762955,7,0.0973242457142857,0.36812325305678856,0.77466671,31,0.4435458490322581,0.7754996474177298,2.59779955,25,0.6168014723999999,1.3201994872870435,3.44213946,26,0.6839296734615387,1.5423152382238707,4.03058904,19,0.8125298405263158,1.6754603361029372,4.17405661,-0.34622160331797236,-0.17325562336774186,-0.06712820106153872,26,0.2184873949579832,39,amon_imloth_luin
159,0.44206765767295597,1.5619200390542416,0.05317425,-1.80461174,9.30962831,11.114240050000001,2.847828884223527,9.727616209462322,-0.18107655,0.379782215,0.560858765,2213.267399999997,14.008021518987324,37.91182295845889,3.5332149094013987,0.27398953000000004,5.557120025000001,0.5478001294968553,0.38543665,0.986151952477058,2.110000867005469,12,0.05157768583333335,0.9201892172218563,2.26903106,14,-0.001202670714285711,0.2717665834432717,0.39073313,41,0.41388064658536594,1.5931882792112775,9.30962831,37,0.5186915572972973,1.4695514059577814,5.76138089,35,0.635255484857143,1.637086737244139,6.59693981,20,0.5646013315000001,2.2751268847948656,5.44180882,-0.41508331729965164,-0.10481091071193138,-0.11656392755984568,15,0.09433962264150944,53,andrann_puig_fern
139,0.27183719035971216,0.9161305081105173,0.05635351,-3.24960863,3.0908938,6.34050243,-0.12675795868434478,2.353663986206549,-0.25961241999999995,0.8182995399999999,1.0779119599999998,2557.4712999999974,18.53240072463766,47.69549352261491,3.3701441178752454,0.46435399,3.170251215,0.41881140438848924,0.28034123,0.9525802751991476,1.4361360223569934,13,0.016466023076923082,0.4194708986862018,0.5135622,13,0.1336162130769231,0.33477758673780916,0.6727414,36,0.46855194499999997,0.7046386334431438,1.99151722,32,0.195063816875,0.8618651118737082,2.02643979,22,0.19962383363636366,0.8102950944416419,1.59799678,23,0.36228973434782613,1.5838998142957448,3.0908938,-0.3349357319230769,0.273488128125,-0.004560016761363667,26,0.18705035971223022,44,ang_cugu_harad
100,0.5167370424000001,1.0483418124196588,0.126224805,-0.88861713,4.61859601,5.50721314,2.0024871004833362,4.1944887474352015,-0.0591342075,0.6393146675,0.698448875,1115.1563999999998,11.264206060606059,34.27592954024616,2.0287723278954517,0.270784465,2.75360657,0.37613862150000005,0.25886711,1.962963140879842,-0.283546310718032,11,0.10947899181818181,0.5717746835871051,1.46560004,11,0.08673150727272728,0.3616467227905123,1.12846697,25,0.2605552572,0.6625819443935953,2.58781574,25,0.8203055123999999,1.289031287603648,4.57468152,15,0.8168384280000002,1.1873146900077294,4.61859601,13,0.7877917761538462,1.4132132199897929,3.47964524,-0.17382374992727273,-0.5597502552,0.0034670843999997647,18,0.18,33,ang_neledh_aith
141,0.8446682731914892,1.1247495649129677,0.68096171,-1.78462392,3.79227204,5.57689596,0.7518740350738987,0.22877359661486407,0.04907516,1.24948069,1.20040553,1945.537400000001,13.896695714285721,39.64878160150746,1.3315873232259823,0.58101705,2.78844798,0.3859586654609929,0.26779939,3.4290623101806106,0.9693040131945007,6,0.44314611833333334,0.4054729721092748,0.93020406,10,0.2790373790000001,0.47617312828465685,0.90064937,34,0.8156808520588235,0.9925671007645669,3.09555878,40,1.03217042925,1.215252240038329,3.79227204,31,0.7940960912903224,1.1664283145658247,3.29869448,20,1.0006015525,1.3983860134461112,3.66747012,-0.5366434730588234,-0.21648957719117656,0.23807433795967758,57,0.40425531914893614,43,angos_rusc_curunir
47,3.051286163829787,1.772329181215582,3.43061116,-0.93236957,6.79811053,7.730480099999999,-0.11889214403007604,-0.5307598482684801,1.30911571,4.1394667300000005,2.8303510200000006,1167.9063000000024,25.3892673913044,53.571345662429955,0.5808465958469996,0.9684097199999999,3.8652400499999997,0.42253424127659583,0.25062649,16.62249812262725,4.580751308267317,3,4.429705613333334,2.6860751113616432,6.02565487,6,4.636695145,1.9097806902256236,6.79811053,11,3.227145580909091,1.5018748969050422,5.41759119,11,2.7322096554545454,1.3577971116532592,4.47909464,8,2.07081778875,1.649099262329686,4.35530072,8,2.52271401,1.67462183516941,4.10569484,1.4095495640909088,0.4949359254545458,0.6613918667045455,37,0.7872340425531915,15,annon_adab_lossen
719,0.035979251279554925,0.9390556575753094,-0.05671402,-6.15041435,6.01312946,12.16354381,1.5543941920474427,14.721359891425989,-0.309673745,0.24445544,0.554129185,2200.357400000001,3.064564623955433,12.88612814420157,26.09992215454812,0.27045203,6.081771905,0.4677051694297636,0.27293455,0.2687850857742729,-0.23603078933473723,102,-0.02603301705882354,0.512442709834963,2.35422581,118,0.09824080525423727,0.8446763869252191,4.79897923,124,0.004548159758064532,0.675984703180628,6.01312946,126,0.0815250253174603,0.8761443482456576,5.46409707,120,0.05534997891666667,0.6482489554633437,4.73043573,129,-0.00423324093023259,1.5798985280091018,5.8051494,0.09369264549617273,-0.07697686555939576,0.026175046400793628,27,0.037552155771905425,238,araf_hub_faun
185,0.24519920010928956,1.1910121864306888,0.05949964,-3.22726899,6.25734164,9.484610629999999,2.4353901630529546,9.106660780206338,-0.22858657500000001,0.295114645,0.52370122,2295.1356000000014,12.473563043478268,35.52203334063583,4.8573249256108255,,4.742305314999999,0.4549150621081081,0.33631557,0.8842483972932784,,16,-0.003408828125000001,0.36981762387581196,0.88233311,13,0.3420979975,1.1463829408230335,3.93598633,44,0.2848617832558139,1.2890908486630712,6.25734164,47,0.27907042531914894,1.187626454455216,5.52710542,40,0.42244587125,1.0474724862439457,3.95024457,25,-0.0576953048,1.5735089899480434,5.01771391,0.05723621424418607,0.005791357936664965,-0.14337544593085105,13,0.07027027027027027,53,aras_ryn_manadh
90,0.3027756028888889,0.7397540537646098,0.37696688,-1.92893829,2.74828902,4.67722731,-0.3429812897272192,1.231924907001865,-0.2438626925,0.812272085,1.0561347775,1518.4837000000043,17.06161460674162,44.25828174224321,2.443241947852982,0.48087082999999997,2.338613655,0.38942878955555554,0.27426453500000003,1.4053599333969922,1.4867616013384006,5,0.293440192,0.26504995207533955,0.63405977,7,0.25655786714285717,0.36048203282576663,0.76212785,19,0.3178514068421052,0.6216416441570741,1.10082794,24,0.3094124120833333,0.5897707024756257,1.12137576,22,0.3557558254545454,0.7048050243823604,1.24900408,13,0.2073073423076923,1.3556855250157722,2.74828902,-0.061293539699248056,0.008438994758771912,-0.04634341337121212,27,0.3,28,badhor_graw_aiglos
120,1.4231705450000003,1.5120002214315997,1.3725785099999999,-1.85559007,5.61926099,7.47485106,0.447713083095789,0.1358582665195276,0.2698619875,2.303956685,2.0340946975,2304.397799999999,19.364687394957972,45.1911884743943,1.0624167474120956,1.0627697,3.73742553,0.49464980724999996,0.34189387000000004,5.924040812879111,2.904366164006436,10,3.6745318419999995,2.126042499712233,5.61926099,11,1.9829066972727274,1.6696118745742299,4.32783567,28,1.5917323146428572,1.337753356570532,3.37130161,25,1.3263874268,1.1220382675024796,3.31076882,27,0.932072634074074,1.0725188491439508,3.32665853,19,0.491001142631579,0.9680708371338662,2.45752883,0.39117438262987014,0.26534488784285726,0.39431479272592596,62,0.5166666666666667,37,badhor_magol_merilin
169,0.899354274733728,1.174565310102163,0.99668524,-1.81158795,4.84731988,6.6589078299999995,0.5362182702033784,0.8096845899832301,-0.01026586,1.47278559,1.48305145,2224.3367999999973,13.240099999999984,41.31944935849674,1.3060095927713433,0.6787434600000001,3.3294539149999998,0.431270739112426,0.27558348,3.4046505631061796,2.106637164968629,10,0.331048983,0.4006612846712435,0.93931378,16,0.6216402274999999,0.6876405515800723,1.71568204,43,0.9465034099999999,0.8995651031367407,2.79183061,41,0.7734854675609756,1.1043404604121976,3.64249377,30,1.1873487486666667,1.4121795585946613,4.54127083,29,1.0586595068965516,1.6278790824017262,4.84731988,-0.3248631825,0.17301794243902435,-0.41386328110569115,81,0.47928994082840237,58,badhor_onodrim_alagos
162,0.16403525515527947,1.1389906204698441,-0.00305175,-3.73197627,6.14399843,9.8759747,2.5203306709618336,10.735071483982274,-0.21618281,0.24434119,0.46052400000000004,2233.060000000005,13.86993788819879,40.50245884030644,6.943572096081723,,4.93798735,0.4439044403703703,0.312535495,0.7803161103693548,,10,0.07690016499999999,0.44983251710652966,0.63346262,13,0.1490291169230769,0.4058331246890418,1.39264113,36,0.4349748047222222,1.1518502306850067,5.06125191,38,0.08457443052631579,0.8561779850291134,4.70493746,36,0.17794524228571426,0.9256525130250487,4.32795203,29,-0.048196858620689655,1.8593828393381835,6.14399843,-0.2859456877991453,0.3504003741959064,-0.09337081175939847,10,0.06172839506172839,48,baneth_pilin_tachol
123,1.2662747029268293,1.1850271219801782,1.36513743,-3.19544868,3.93574437,7.13119305,-0.5371831879716067,1.381574184591679,0.37138866000000004,2.0476070249999996,1.6762183649999995,2305.6035000000047,18.898389344262334,41.1786802349254,0.9358373181120512,0.7477429599999998,3.565596525,0.4634532312195122,0.28334378,5.3852046103943545,0.9594944502467981,11,0.39549487363636365,0.37292302043851017,1.03168789,13,0.6390597023076923,0.519039443014333,1.40106772,31,1.4471304509677418,0.6093200816049086,2.39242464,29,1.6092922544827584,0.9255391797777918,3.1398744,20,1.1859235844999998,1.4899993035452632,3.32624668,19,1.465504087894737,1.9808792535142838,3.93574437,-0.8080707486600496,-0.16216180351501652,0.42336866998275857,71,0.5772357723577236,40,bragol_bronwe_lagor
120,0.5010108169999999,1.2987120983899922,0.12216559499999999,-2.39528834,5.97839139,8.37367973,2.0496216369745905,4.681314258346263,-0.10281086,0.423583545,0.526394405,1871.9196999999986,15.730417647058811,41.03402391798754,2.592183749976784,0.23362260499999998,4.186839865,0.38192003341666664,0.285117505,1.500966538557367,1.494084658264626,7,0.20305230142857145,0.21454868293324267,0.41686472,16,0.019556651874999997,0.13538275060087368,0.20471164,28,0.18600032035714284,0.41740962070258203,1.61009802,29,0.721012552413793,1.2903675240612105,3.41905169,26,0.7992893865384616,1.7608485332362218,5.26446329,14,0.8205806042857142,2.1315402480341805,5.97839139,-0.16644366848214284,-0.5350122320566502,-0.07827683412466857,19,0.15833333333333333,37,bragol_nothrim_gas
150,0.29445133646666666,1.2539411020891256,0.06190075,-2.54446443,6.75486673,9.29933116,2.1462372824256577,7.511880947330249,-0.13705275249999999,0.42680603500000003,0.5638587875000001,1868.6075999999957,12.540990604026817,33.543248915377326,4.25856821414386,0.26928233999999995,4.64966558,0.48850806886666664,0.31923654,1.422328662570916,-0.03696207911643458,15,-0.10319152466666667,0.4623969743692089,0.50980621,14,0.07678791857142857,0.33065481650604095,1.13987774,35,0.19075924314285714,0.7620807742764506,4.32126838,34,0.5822822888235294,1.638621307999076,6.75486673,28,0.6482707164285715,1.3789760469687349,4.81148322,24,0.0006162954166666346,1.593005984037143,3.71351734,-0.11397132457142857,-0.39152304568067225,-0.06598842760504209,13,0.08666666666666667,43,celair_aerlinn_aes
143,0.34019873573426573,1.186526457896478,0.02762047,-1.83416467,5.3747444,7.20890907,2.2223407580802923,5.891950626403634,-0.21734528,0.47737993,0.69472521,2340.4807999999975,16.48225915492956,37.32672587359606,3.487745053889005,0.3223258,3.604454535,0.501427036083916,0.35234957,1.3093210819458512,1.3259447332154353,15,0.19913242666666667,0.4874946787677367,1.29306738,13,0.010905480000000002,0.2341675120143229,0.41509317,35,0.34876661942857146,1.2434668918484533,5.3747444,33,0.5677147748484848,1.556786280585356,4.98097396,27,0.2950524307407408,1.0768754871060933,3.17712095,20,0.33059133449999994,1.3013372563320937,3.50814479,-0.33786113942857143,-0.2189481554199133,0.272662344107744,15,0.1048951048951049,47,cirion_ira_Ithil
150,0.26467914406666665,0.9046541698089229,0.081478625,-2.20460742,3.37461722,5.57922464,1.3274126463433185,3.432048490501212,-0.1805863525,0.43233718250000003,0.612923535,2394.807099999998,16.07253087248321,43.276097261975934,3.4179276686079243,0.28717203,2.78961232,0.4691361935333332,0.34346536,0.8016853867672769,-0.4750262773503564,10,-0.25888550400000004,0.3601405940443675,0.19993188,15,0.10346947599999998,0.42408624788098376,1.52809139,29,0.26133597931034486,0.8092396445289367,3.25354094,35,0.34456805628571424,0.8371928825624905,3.37461722,37,0.38232461135135143,0.9617665224165306,2.87623434,24,0.28975202166666664,1.3006335533959537,3.30684422,-0.15786650331034488,-0.08323207697536938,-0.03775655506563719,14,0.09333333333333334,44,corch_faun_min
137,2.1843108514598537,5.088554061543642,2.28258568,-5.85820395,11.0228597,16.88106365,0.013187180567498041,-1.532493688447076,-2.87493847,7.11753955,9.99247802,1948.8931000000011,14.33009632352942,35.9272833828647,2.329592447037828,4.93210079,8.440531825,0.4249504731386862,0.31650102,9.079804407924131,-13.574054887288488,12,0.6366710058333335,1.3368621064977115,2.28258568,11,0.48487649818181794,2.7126756162765457,4.31744685,29,2.17890964,4.879164159543393,7.31654544,34,2.189169299705883,5.550491831518125,8.82747532,35,3.2528611048571427,5.615622964179076,10.29086726,16,2.1754136675,6.177068926452991,11.0228597,-1.6940331418181822,-0.010259659705882829,-1.0636918051512598,76,0.5547445255474452,43,corf_Mirion_toll
172,0.2673920347674419,0.8147431787547754,0.273343875,-3.70291531,4.67528471,8.37820002,-0.19264553977123022,8.987644716489033,-0.05284193,0.724315505,0.777157435,2580.6905999999944,15.09175789473681,35.750507186437346,3.0469986866414316,0.369250935,4.18910001,0.4784700838372093,0.29048892000000004,1.2822703661021164,0.6207124020724508,11,0.24692885363636366,0.22359031581826994,0.65805987,18,0.38154639500000004,0.3593148193540929,1.02128022,43,0.2809197730232558,0.48897540330903266,1.25676391,42,0.4091830385714286,0.5357601860190547,1.67256324,31,0.4101617822580646,0.7139371528302657,2.67784312,27,-0.2064028011111111,1.5924096684932074,4.67528471,0.10062662197674421,-0.1282632655481728,-0.0009787436866359744,35,0.20348837209302326,54,cuin_haudh_cenedril
109,0.6801542416513762,1.2158919931065721,0.18176954,-1.17567002,4.38073665,5.55640667,1.3384404542254,0.9301717976007224,-0.07106495,0.92933698,1.00040193,1267.6726999999955,11.737710185185144,37.81224879537757,1.7876709702705889,0.37342209000000004,2.778203335,0.4410385857798165,0.32040087,1.7895513539233896,0.43632764551405284,8,-0.041870630000000006,0.4942254567995377,0.35070397,8,0.44224701749999995,0.9816964357926806,2.08828018,23,0.43708739869565233,1.1221232995536021,4.38073665,25,0.6375331116,1.2462867582782808,3.76808037,28,0.7770710903571431,1.2697247394727482,4.00810058,17,1.3637925147058825,1.3338452040331024,3.78977422,0.005159618804347621,-0.2004457129043477,-0.13953797875714302,21,0.1926605504587156,35,cuin_law_amon
84,0.28666181988095235,1.4909153324123852,-0.013581595,-1.92562012,5.66397116,7.5895912800000005,1.874533058179849,3.865129805544014,-0.399129415,0.3041400875,0.7032695025,1557.544200000004,18.765592771084386,48.76208206159939,5.200955373239264,0.375151455,3.7947956400000002,0.38386064583333335,0.28087677,0.7592084351836345,2.6970802453450062,6,-0.207322605,0.27280331615970665,0.04755904,11,-0.013209179090909094,0.11054251936525052,0.19735756,15,0.09213371266666666,0.5159456868974982,1.39389232,22,0.2975001418181818,1.1125491572782118,3.06250981,20,0.5328888235000001,1.9710508620191525,4.75403824,10,0.6884044189999999,2.879328561186186,5.66397116,-0.10534289175757575,-0.20536642915151515,-0.2353886816818183,13,0.15476190476190477,24,dam_corch_agar
152,0.37359174434210524,0.8129446799378064,0.277863265,-2.75254327,4.98372823,7.736271499999999,0.9282084728014747,7.800313924204829,-0.00652338,0.679860045,0.6863834249999999,2251.2306000000026,14.908811920529818,41.15629257514475,2.1760242089112576,0.34303913499999994,3.8681357499999995,0.4244526360526316,0.30786967499999995,1.5438808143713454,0.2769506733900155,15,0.24393210466666665,0.5283005235755176,1.64233437,15,0.28295255,0.5280041439472286,1.27334274,28,0.4186962689285713,0.5977960329627271,1.98911609,35,0.4263034737142857,0.5845955539555313,1.84282215,35,0.4188638237142857,0.5208012964725528,1.45575971,24,0.31576351583333334,1.6260170453732383,4.98372823,-0.1357437189285713,-0.007607204785714361,0.007439649999999964,28,0.18421052631578946,50,dirnaith_achas_noroth
171,0.24130430614035092,0.8209665310700712,0.04087403,-1.66597653,3.99820161,5.664178140000001,1.9693373732838884,4.911641197454772,-0.17446412,0.362956885,0.537421005,2271.5944000000018,13.362320000000011,35.153590778478915,3.402204230008928,0.26055666,2.8320890700000003,0.42917812040935677,0.30273919,1.125045806021305,0.046646962422998234,15,-0.009936928666666655,0.504134066904173,1.22520703,15,0.4113108626666666,0.933615526290484,2.9694089,36,0.3374073349999999,0.9142561059033456,3.02924682,41,0.13534334609756096,0.6577530953448657,2.85436328,38,0.1244832757894737,0.6966101965858128,3.00135668,26,0.49293544653846155,1.094767127953092,3.99820161,0.07390352766666669,0.20206398890243896,0.010860070308087263,14,0.08187134502923976,51,drafn_araf_ryn
