object_id,flux_ratio_u_g,flux_ratio_g_r,flux_ratio_r_i,flux_ratio_i_z,color_evolution_ug,max_flux_corrected,snr_peak,n_detections,rise_time,fade_time,asymmetry_ratio,flux_skewness,duration,Z,EBV,target
law_minuial_cabor,1.1585543131093579,1.2309343582765764,1.439568607475609,1.2618873468841403,,3.925994403085767,12.947788370607022,40,1412.7080999999962,280.1319000000003,5.04301045329002,0.49623068412427923,2960.9637999999977,0.815,0.014,0
lebdas_adab_aglareb,0.35163168241083254,0.09747804053539665,0.8940536713499531,0.7504068204153832,,4.989786082272166,11.418731273147905,11,1084.140999999996,57.58709999999701,18.826108625022833,1.622504602389445,1967.9786999999997,0.3968,0.036,0
limlug_mindon_iar,0.36010503252463916,0.5960700005805906,1.0160497466049858,0.6907355171982358,,4.432679918601782,15.0950841608893,14,25.71700000000419,344.6075999999957,0.07462690898286779,1.143435778741374,2527.9793999999965,0.5887,0.026,0
limlug_pess_gwend,0.8981958269986415,0.4062091498914331,0.7536813487943456,0.9398053916628832,,4.636947850237587,17.057871285534745,20,787.9458999999988,396.3752000000022,1.9878789086703568,0.8061850114915758,1184.321100000001,0.3901,0.082,0
lobor_mithren_fang,10.994588660494205,0.014407721685561755,1.9566793839000263,0.5337104500848675,,9.357456235368652,29.95641144033584,11,358.6428999999989,400.8361999999979,0.8947368027139285,2.5125776608947925,2264.3729999999996,0.312,0.017,0
lossen_pess_duin,0.5896668626258349,0.28246686959178535,1.022368322584201,1.167538817211276,,5.800727952630103,18.94378080647246,19,0.0,1176.5697,0.0,1.6325391841401076,1900.7839999999997,0.1988,0.028,0
lost_ungol_draug,0.5642368987822333,0.8011392036796633,1.5153301847678096,1.1756636305233654,,38.71242293212632,125.92336668256084,25,709.2302999999956,359.0203000000038,1.9754601620019485,3.4702761775218756,2081.436799999996,0.1768,0.129,0
luith_gobennas_ang,1.2932253884846718,1.0181520315731343,0.8995996913224233,0.9320870757853749,,5.740547663803736,30.61333327045437,79,1897.5448000000033,234.7809999999954,8.082190637232316,-0.7962114456936684,3003.9098999999987,1.131,0.359,0
luith_saig_aranarth,0.5801651485872947,0.5637179367151365,0.8471600613553385,1.0101543639644435,,3.74605114445803,14.460173941674809,22,1464.1019000000015,657.0051000000021,2.228448302760506,0.6557801578445206,2823.4228000000003,0.6755,0.06,0
luithien_mindon_eirien,1.466221459796074,1.4509322990136753,1.2716553487241937,1.3138035422455288,,9.549745108574719,30.307651199526187,88,371.36799999999494,752.1975999999995,0.49371069516839083,0.5127616018222098,1480.7411999999968,0.3436,0.074,0
maethor_meldir_rhosc,0.6992954171621752,1.0685187628936454,1.3387914959576783,1.0061688088775982,,4.799614842917617,15.60117581637184,24,1132.217899999996,345.0784000000058,3.2810454088113805,-0.1875387019065761,1996.0415999999968,0.2127,0.194,0
magor_elvellon_caras,0.9693771482950527,1.0539598119842877,0.9014723035942709,0.9181670976094456,,4.668799657304259,14.80311943495488,11,97.1961999999985,959.8125999999975,0.10126580959658037,1.1376780623097824,1952.024000000005,0.1562,0.05,0
malad_saer_balrog,0.893585162105608,0.9166524271582743,1.098781603251193,1.081965511073966,,3.0236703724652325,9.493427632590576,23,482.5899999999965,395.9112000000023,1.2189349530904752,0.2825872023524475,1806.198599999996,0.2828,0.058,0
manadh_gaurwaith_lalaith,0.9507020960988696,0.5861551664176744,0.8164942434009672,0.7007906606035177,,4.157528755528005,11.046547756302513,20,2332.268100000001,13.820800000001327,168.75058607314895,0.1376009112187885,3106.2355000000025,1.338,0.053,0
melethron_panas_aeglir,0.08613985347008024,0.6287269100948133,0.7750007599142714,0.9553838815211284,,12.262665589172544,47.801129344240245,26,799.7479999999996,79.97479999999632,10.000000000000455,2.8305158128382955,1986.0408000000025,0.1916,0.074,0
mereth_aiglos_ram,1.2308850332697996,0.6119385398046071,0.7230516600001294,1.2224562692470273,,3.2330049670451673,9.518741966640299,33,1468.8917000000001,55.36839999999938,26.529422919932966,-1.06276403161826,2120.284999999996,1.145,0.035,0
mindon_helegnen_galad,0.5497224216270571,0.28997139679332967,1.0060772705453287,1.0261044638368766,,5.4661978346657385,16.150357974976487,13,31.968399999997928,459.8530000000028,0.06951873750959053,1.8601445589401546,2363.2016000000003,0.4303,0.051,0
mithril_suil_cugu,0.9131657165767127,0.34486398733629847,1.015198671330459,1.5446657075571573,,5.957860794423959,19.870692706387846,13,442.04469999999856,371.91270000000077,1.1885711351077757,2.7957490542941206,1980.7002999999968,0.179,0.081,1
myril_thurin_ist,0.643626814349825,0.9677573069365847,1.6319727061064957,0.662347369508775,,4.888119769551702,18.86071955572993,77,2127.0218999999997,339.0905000000057,6.272726307578549,-0.6014386716433595,3572.0097000000023,1.859,0.083,0
nadhras_pethron_ulug,0.7233546565400418,0.9217047881881514,1.0661068687303714,0.9880759880124587,,11.287736198330395,25.02528569759939,62,1633.6844000000056,212.16679999999906,7.700000188530971,1.164737697608029,1919.145199999999,0.1769,0.027,0
narthan_cugu_mir,1.1101051220480997,0.30143770957703636,0.7319388248356443,1.1302613262192538,,7.062373208556767,26.293396143483196,12,50.33099999999831,609.7796999999991,0.08253964505541654,2.4600847116713083,1494.4443000000028,0.09049,0.052,0
neledh_eglan_gwaloth,0.8401061812091815,0.6955085768029111,1.117481813524863,0.723874350658542,,2.6573934283267837,7.103094065112804,31,602.2810000000027,557.5017999999982,1.080321175644643,-0.25350446029072354,2232.245999999999,0.4354,0.028,0
nestad_agarwaen_saer,0.9614829728449791,1.4327467801994815,1.6364375335938202,0.9371659086261547,,6.814317643885362,22.330608622458364,38,1071.3887000000032,450.5031000000017,2.3782049446496574,1.4121483813359754,2298.720800000003,0.7086,0.016,0
nimbrethil_adab_maethor,0.367040702859448,0.9796539299924759,0.9076193242954796,0.9653025550474367,,4.675638928256162,12.099089327134148,12,333.58640000000014,807.8415999999997,0.41293540713922167,0.7041281524366786,1947.260000000002,0.1475,0.032,0
nur_nidh_fuin,0.1601482322134654,0.9257529428097525,0.6608437343877784,1.7731496020714685,,6.847117708287453,19.56610823775531,11,0.0,160.29100000000471,0.0,2.124450011686981,2163.928200000002,0.3193,0.011,0
ogol_saig_adab,0.8825655576744522,0.9405019806300242,1.1778780108670623,0.9055049126964975,,2.220181991018725,7.075062942380148,27,917.0570000000007,988.6488000000027,0.9275862166625785,-1.0843673195197687,2362.5297000000064,1.244,0.009,0
onodrim_hervess_firion,0.5620660959275996,0.9905671710879428,1.0307147942391934,1.5053601683836288,,4.280225951650077,13.256644237302318,11,16.39379999999801,1138.2021999999997,0.014403240478711088,1.5799296516783845,1997.7088000000003,0.2837,0.032,0
paich_Mirion_aeruil,3.658594885270651,0.1850305092830482,1.7188198413438571,1.1645160344962622,,1.8783516397720668,6.421399204452548,13,254.74989999999525,1612.2986999999994,0.15800415890678032,-1.5315512373512055,2614.5385000000024,1.357,0.009,0
paich_erchion_ablad,1.2046598173924679,0.6955203878524856,0.950667568296699,0.8767440360310625,,4.005841072905478,12.943591286339863,30,1173.5651999999973,232.5662999999986,5.0461532904810555,0.736558894237085,2293.4612999999954,1.52,0.083,0
paich_graw_haradrim,0.1757089181369251,0.6232730815712385,1.3618949225618588,0.8906750109672673,,4.262528261713257,12.560735758252433,13,1121.798999999999,20.032200000001467,55.99979033755239,0.36102532371784724,2328.734700000001,0.4069,0.031,0
panas_lalaith_bronwe,0.1771972182560554,0.7649399666106879,1.09580657494327,1.117723112618743,,5.204893295901176,16.332486456209327,15,0.0,1107.5736000000034,0.0,1.7285975028491671,2281.0160000000033,0.3565,0.027,0
parf_per_ruith,0.9448269945149902,0.43088804751627335,0.5330572818132163,0.9231748709298134,,3.778858983812448,12.387590614922878,21,2160.055800000002,8.388599999998405,257.498962878241,-0.5782655727753221,3070.215299999996,2.112,0.055,0
pendrath_Gwathuirim_Elrim,0.8908889633090062,1.1440418139588466,1.0557297633007683,1.3045103949132304,,10.174747435290941,40.966358300882256,60,107.49350000000413,422.4305999999997,0.25446428360067713,0.23504393543418137,859.9481000000014,0.159,0.325,0
pent_agor_bronwe,0.8467447387293837,0.4519082562782738,1.299957495004072,0.9546822192157227,,2.928280278305648,10.40882016604306,15,11.074100000005274,141.7488000000012,0.07812482363170044,0.38142251491238294,810.6255999999994,0.4184,0.1,1
per_hwiniol_nimbrethil,1.5214686042085261,1.3901283805746834,0.9379382932449499,1.0364644390857645,,4.627940388655262,15.170800772869098,30,427.53429999999935,1407.0344999999943,0.3038548806017202,-0.061073705206996766,2925.738400000002,1.199,0.161,0
perian_gwend_gwilwileth,0.8271369174189434,0.6697513874779603,0.8824705483475246,0.8780187659215137,,3.531277112269336,11.932668237253614,77,1092.3264999999956,1111.716800000002,0.9825582378533756,-0.4919121118779583,3011.9770999999964,1.14,0.025,0
perian_mir_balrog,0.14180546993209905,0.3947729152609884,3.8972111560483924,0.2853671152718819,,24.50985627181878,71.77114978654082,36,988.0407999999952,332.24229999999807,2.973856128494177,4.291227372954012,2052.0846999999994,0.1552,0.009,0
pethron_corf_menel,1.05909427477933,0.3210790066817438,0.7217742716493414,1.1452506292196147,,7.038048669115635,19.67260150256596,32,451.5775999999969,397.9247000000032,1.1348317910398455,1.465788663234417,2139.404499999997,0.1991,0.013,0
