object_id,Q_parameter,uv_excess,T_mean,T_median,T_std,T_max,T_min,T_is_constant,n_valid_bb_fits,color_u_g,color_g_r
gwathui_adan_barad,2.4271305121597924,0.036471812003296036,6070.800772430007,2960.549057245944,13611.028661131157,99715.67456862274,1000.0000000000377,0,72,2.67593260810131,0.31100261992689715
gwilwileth_aegas_ah,0.0008821132964720868,0.2958827400138983,3961.726468713857,3961.726468713857,0.0,3961.726468713857,3961.726468713857,1,1,0.3383496783470545,0.42183445631322797
gwilwileth_ungol_aegas,1.0057843194846827,0.4169027305087653,6108.933084926142,6108.933084926142,0.0,6108.933084926142,6108.933084926142,1,1,0.477893423131197,-0.6598636204418572
hand_gwathui_alae,,-0.0018580163849257003,3727.601382850611,3339.5438986335257,736.4684685288094,5049.264738341348,3018.223817245696,1,6,,0.5190837826724852
hand_parf_gwathui,9.112068023436919,0.005316545859050452,,,,,,0,0,5.665583456473551,-4.30810570870421
helegnen_luith_raug,2.2507327694343795,0.14714365434150795,,,,,,0,0,1.6428420472803014,-0.7598634026925976
helegnen_tathar_hend,0.038149540078394134,0.6344849032656686,5543.536461826876,5543.536461826876,25.009678372200597,5568.546140199077,5518.526783454676,1,2,-0.1483249424250901,-0.23309310312935527
hervess_calad_firiel,1.4987153303559253,0.06228357502165195,2864.1910518222708,2864.1910518222708,0.0,2864.1910518222708,2864.1910518222708,1,1,1.946190571049905,0.5593440508674746
hervess_hend_lam,-0.3683429123362373,0.42810337734808196,4615.2456802644,4615.2456802644,768.9936906232481,5384.239370887648,3846.251989641152,1,2,-0.04916027487692998,0.3989782968241341
hud_fast_hend,1.0097088129274365,0.3110050342436706,3849.8343444300044,4994.6979428200375,2028.069171606618,5554.805090469975,1000.0000000000001,1,3,0.6946559901108158,-0.3938160285207759
imrad_achas_glamor,0.05911369460862792,0.11064139376957141,4103.796872972679,4103.796872972679,0.0,4103.796872972679,4103.796872972679,1,1,0.9468245564050504,1.109638577245528
imrad_nothrim_Sindarin,,-0.11542214482816068,8294.830150693853,3088.2096271838254,19571.426462367443,96674.55365141493,1000.4503494517389,0,44,,0.8320416627537996
ingem_hub_lembas,,0.0,,,,,,0,0,,
ingem_lost_acharn,-0.08669963778755063,0.4337301747012111,,,,,,0,0,0.05929770195208084,0.18249667467453934
ist_acharn_pendrath,-1.440638439733203,0.2737171950117735,1303.0221671635786,1303.0221671635786,0.0,1303.0221671635786,1303.0221671635786,1,1,-0.28875832022696724,1.4398501493827947
lagor_narthan_mindon,-0.5745636943195886,0.20547635235273165,,,,,,0,0,0.2930921781910134,1.0845698406382525
lang_lalaith_meldir,-0.17518753210009635,0.302991234020589,10470.315890220898,10470.315890220898,0.0,10470.315890220898,10470.315890220898,1,1,0.24769302160754264,0.5286006921345487
law_minuial_cabor,0.24356067499759623,0.7382634648506294,5310.678131202398,5310.678131202398,0.0,5310.678131202398,5310.678131202398,1,1,-0.18701047070928453,-0.5382139321336009
lebdas_adab_aglareb,,-0.6805779264717219,2040.3964494588317,2040.3964494588317,0.0,2040.3964494588317,2040.3964494588317,1,1,,
limlug_mindon_iar,5.30049538184448,0.0012745297221198766,,,,,,0,0,5.979103901916751,0.8482606500903387
limlug_pess_gwend,-0.4604570001240421,0.3202852748777624,,,,,,0,0,0.08775828359198212,0.6852691046450302
lobor_mithren_fang,,0.12104061416845552,,,,,,0,0,,
lossen_pess_duin,,-0.0744916111692376,4037.221587501685,4037.221587501685,1635.9719587649465,5673.1935462666315,2401.2496287367385,1,2,,0.7115675531237384
lost_ungol_draug,-0.13566918815452644,0.33952521356633875,4807.254387133439,4807.254387133439,0.0,4807.254387133439,4807.254387133439,1,1,0.1944403533184944,0.41263692684127606
luith_gobennas_ang,,0.0,,,,,,0,0,,
luith_saig_aranarth,0.20549022854539023,0.23896682075449682,4347.618965844324,4493.240238110318,463.0316688629466,4823.292062374618,3580.703324782041,1,4,0.5586059278163877,0.44139462408874686
luithien_mindon_eirien,,0.0,3909.0468463636994,3909.0468463636994,0.0,3909.0468463636994,3909.0468463636994,1,1,,
maethor_meldir_rhosc,0.18930100628029511,0.2982894122776139,,,,,,0,0,0.41243776402127935,0.2789209471762303
magor_elvellon_caras,-0.12075532837838492,0.5824871106516035,7759.772911571126,7759.772911571126,1229.8971616611307,8989.670073232257,6529.875749909996,1,2,-0.14855500628629703,-0.03474959738489014
malad_saer_balrog,-1.9100888310627044,0.4330739426843837,3492.5941170307246,2525.3594399216554,1414.0240343229354,5491.974881721624,2460.4480294488944,1,3,-0.7726594589357902,1.4217867151586427
manadh_gaurwaith_lalaith,-1.5374119036638487,0.12236306822658542,,,,,,0,0,0.09072154275800726,2.03516680802732
melethron_panas_aeglir,,-0.04896397764670452,5631.694387998025,5631.694387998025,0.0,5631.694387998025,5631.694387998025,1,1,,0.7492658078070054
mereth_aiglos_ram,,0.0,2929.593424774587,2929.593424774587,1178.4087239226612,4108.002148697248,1751.184700851926,1,2,,
mindon_helegnen_galad,-0.995299594628198,0.24402728707775773,3613.260477539685,3613.260477539685,448.92874693723957,4062.189224476924,3164.331730602445,1,2,-0.006398944720394706,1.236125812384754
mithril_suil_cugu,-3.0054637002748397,0.6204435865085468,,,,,,0,0,-1.5195399479599472,1.8574046903936154
myril_thurin_ist,-0.2482548852006512,0.41523907339306704,6766.182090534966,6766.182090534966,0.0,6766.182090534966,6766.182090534966,1,1,0.020654511590364896,0.33613674598877014
nadhras_pethron_ulug,-0.03409673772920019,0.30161086896946554,4344.550117524038,4344.550117524038,361.22103362701455,4705.771151151052,3983.3290838970233,1,2,0.31147960196748886,0.43197042462086127
narthan_cugu_mir,-0.4572618992477815,0.0674041937841588,,,,,,0,0,0.9613396750068484,1.7732519678182872
neledh_eglan_gwaloth,-2.1183451694660076,0.6960358838377143,4770.17841851281,4639.346458391756,805.0926852337706,5815.096106781927,3856.092690364746,1,3,-1.1371215508514414,1.2265295232682076
nestad_agarwaen_saer,0.28735151753178834,0.7605850935399322,4305.732608667288,4305.732608667288,1888.1084360237971,6193.841044691086,2417.6241726434914,1,2,-0.19520706713639296,-0.6031982308352266
nimbrethil_adab_maethor,0.2955591622472403,0.2342974776509169,,,,,,0,0,0.6093036106636727,0.3921805605205404
nur_nidh_fuin,2.1457169154339857,0.1398096742013501,3179.9174452562106,3179.9174452562106,0.0,3179.9174452562106,3179.9174452562106,1,1,1.6498532761326516,-0.6198295491266672
ogol_saig_adab,,-3.0658747251530896,5691.0800904710495,5519.399164284568,308.6845133844308,6124.517213348138,5429.323893780443,1,3,,
onodrim_hervess_firion,1.285412751851653,0.23181846137524242,5111.385561368497,5111.385561368497,146.765979373331,5258.151540741828,4964.619581995166,1,2,0.9989163208180362,-0.3581205387920211
paich_Mirion_aeruil,,0.17110263552794078,94298.89123298302,94298.89123298302,0.0,94298.89123298302,94298.89123298302,1,1,,
paich_erchion_ablad,,0.0,,,,,,0,0,,
paich_graw_haradrim,,-0.21519102027335701,3545.2122642991603,3545.2122642991603,437.874190431005,3983.0864547301653,3107.3380738681553,1,2,,1.245534573555975
panas_lalaith_bronwe,,-0.3844449198346908,4385.763640360287,4385.763640360287,0.0,4385.763640360287,4385.763640360287,1,1,,0.4877044182110102
parf_per_ruith,1.1991162069308379,0.02612978155253612,2502.7371904640504,3201.7636510277516,1009.9983686964565,3231.95773768622,1074.4901826781795,1,3,2.305928570969243,1.3835154550480067
pendrath_Gwathuirim_Elrim,-0.6269300363095115,0.4950106191793321,,,,,,0,0,-0.2500298604619263,0.4711252198094814
pent_agor_bronwe,0.60937413326827,0.23350495899589893,3590.9106745281415,3590.9106745281415,0.0,3590.9106745281415,3590.9106745281415,1,1,0.7411823239039167,0.16476023829455844
per_hwiniol_nimbrethil,0.46300079248658754,0.5926854982783872,7157.068613893899,7157.068613893899,3088.6713814339523,10245.739995327851,4068.3972324599467,1,2,0.04532644732662905,-0.5220929314499481
perian_gwend_gwilwileth,0.48707585896038086,0.25050184095921185,4521.472570046521,4252.46495282713,504.6035619970247,5228.3952013538865,4083.5575559585454,1,3,0.6463168672441186,0.19905126035467222
perian_mir_balrog,,-0.46459849369385886,7549.080699245451,7549.080699245451,4190.35937260967,11739.44007185512,3358.721326635781,1,2,,-1.217031284683707
pethron_corf_menel,0.30017412677418664,0.14034215421737434,3766.384095906099,3766.384095906099,1101.5694855435484,4867.953581449648,2664.814610362551,1,2,0.9223764956827998,0.7777529611357663
raef_hud_baug,-0.9832006339539608,0.9221515778477766,4169.554837918471,4169.554837918471,756.95869856178,4926.513536480251,3412.596139356691,1,2,-0.7911995282551769,0.24000138212347988
ram_thavron_rusc,1.8919526667448845,0.711507210968489,1997.1760675933756,1997.1760675933756,347.7660016241472,2344.9420692175227,1649.4100659692283,1,2,0.22146214063035213,-2.0881131576431655
rhach_bellas_alae,0.15811531141079005,0.6968494976257051,,,,,,0,0,-0.17305289254943101,-0.4139602549502763
rhun_mir_magol,,-0.10552539058669651,2032.7341061014895,2087.9069391930543,295.25516416892407,2386.3619961392365,1568.7605498806133,1,4,,3.1684224340237304
riel_glae_gellui,-1.2284159531884078,0.3675797038678424,2911.7413880180393,2911.7413880180393,0.0,2911.7413880180393,2911.7413880180393,1,1,-0.34907568382865595,1.0991753366996897
riel_glass_lasguil,-0.6347628252587574,0.33713229750675056,2819.873705861693,2819.873705861693,0.0,2819.873705861693,2819.873705861693,1,1,-0.021586979237361026,0.7664698075267453
riel_nadhras_firiel,0.6570214159608381,0.1252611395316679,3636.3496892044673,3636.3496892044673,0.0,3636.3496892044673,3636.3496892044673,1,1,1.1509059607279246,0.6173556809588581
ris_hul_minas,1.7121985284638666,0.07966196800990452,3178.115142987274,2545.379793134541,1504.7324507058133,5254.046430033344,1734.9192057939367,1,3,1.8825890153427807,0.2129881085986427
ris_perian_Tawarwaith,,3.4678878265451702,,,,,,0,0,-0.2334601780779728,
rist_anwar_amlug,,-0.4614175528604771,1947.427202239834,1947.427202239834,0.0,1947.427202239834,1947.427202239834,1,1,,
roch_hal_eryn,0.8315386221739396,0.44497304256767306,5008.161429434139,5008.161429434139,0.0,5008.161429434139,5008.161429434139,1,1,0.37490254929466893,-0.5707950910990882
roch_magol_luin,-0.13592235811476244,0.8519443380412948,4933.286119742518,5418.229716469295,2502.9723501607727,7896.685046031482,1000.0000000000007,1,4,-0.4170524914886935,-0.3514126667174138
rochben_roch_naer,,0.0,95634.5140743703,95634.5140743703,0.0,95634.5140743703,95634.5140743703,1,1,,
rom_cae_mil,0.8219492505513293,0.07887015953891349,3486.3923968482636,3486.3923968482636,520.4061261405541,4006.7985229888177,2965.9862707077095,1,2,1.5003635501845847,0.8480178745415692
rom_lass_laug,-1.2452993901958673,0.3373448543171982,3444.6629589775825,3444.6629589775825,31.208871047949742,3475.8718300255323,3413.454087929633,1,2,-0.30877084269619104,1.1706606843745955
romru_elvellon_alph,-0.08797129390955738,0.13419654850342025,6703.495534991369,6703.495534991369,0.0,6703.495534991369,6703.495534991369,1,1,0.767109278657403,1.0688507157087004
rudh_achas_lachenn,,-0.023562551495479315,3366.7773257991553,3366.7773257991553,0.0,3366.7773257991553,3366.7773257991553,1,1,,0.8526090548916079
ruith_nell_alph,-0.6841067635073625,0.1920752433724269,10871.865042969699,3344.822366025206,21679.400793821624,99997.17277641063,1000.0000000000001,0,60,0.27840752848999406,1.2031428649966958
ruith_nur_aranarth,,-0.271422838222327,9128.476297711151,9128.476297711151,0.0,9128.476297711151,9128.476297711151,1,1,,2.093479503730743
ryn_amarth_rhach,-0.6882066568765977,0.5442028527063842,51166.5238932944,51166.5238932944,45880.324528671306,97046.8484219657,5286.199364623093,0,2,-0.33501162161599846,0.4414937940757489
saig_nagol_rodwen,0.6579002156161495,0.014630916160782055,4059.6143290535238,4059.6143290535238,1796.7416822770138,5856.3560113305375,2262.87264677651,1,2,2.339018530969832,2.101397894192103
salph_iar_merilin,1.3465571194877888,0.11685242671960157,1000.1926992390822,1000.1926992390822,0.0,1000.1926992390822,1000.1926992390822,1,1,1.487005701733222,0.17556072780679166
sammar_luin_rom,-4.211061032619014,0.1744841579434566,,,,,,0,0,-1.5182434703712713,3.366021952809679
soga_forodrim_aith,0.2561926704496469,0.5007170952990929,,,,,,0,0,0.09469497643698566,-0.20187211751582657
soga_galad_amon,3.342229690608874,0.07074958849498296,,,,,,0,0,2.519762267363295,-1.0280842790569737
suil_sogannen_bain,-0.6527108756022724,0.16081565956871444,4851.589876349642,2570.5356020224326,3390.4567916616497,9644.566798570815,2339.6672284556753,1,3,0.3925762046525887,1.3066088503185762
talraph_anann_nestad,0.23733583975022743,0.28010379152268267,2708.035827289523,2708.035827289523,0.0,2708.035827289523,2708.035827289523,1,1,0.4723431300500227,0.2937591128747441
tang_aranarth_gwanur,-1.037606397026817,0.33928409069976273,7472.351060630322,7472.351060630322,2471.4081579272506,9943.759218557572,5000.942902703071,1,2,-0.21265707828679048,1.0311866484250332
tavor_hud_parf,1.5302588409475615,0.5294873716451924,2490.748537675774,2490.748537675774,190.06985357896997,2680.8183912547443,2300.6786840968043,1,2,0.4228164943830168,-1.3843029332056807
tavor_luin_espalass,0.6521913579601529,0.16016230747754026,3055.0560809194562,3055.0560809194562,0.0,3055.0560809194562,3055.0560809194562,1,1,0.998298980843029,0.43263452860359514
thamas_hud_cuil,1.119084685561264,0.4878844056401773,,,,,,0,0,0.3895423336547925,-0.9119279398830892
thul_iar_lalaith,-0.7360918548882247,0.018320077404975817,3895.8271750416943,3895.8271750416943,0.0,3895.8271750416943,3895.8271750416943,1,1,1.4851140337588573,2.7765073608088526
tinnu_maen_gaurwaith,,-0.1464903857780008,2273.221151302995,2273.221151302995,539.976691950349,2813.197843253344,1733.2444593526461,1,2,,2.1666322055712537
tirith_randir_gwanur,-0.48166853799010934,0.05441552925092982,,,,,,0,0,1.061743874024251,1.9292655150179503
tobas_Elrim_salph,1.3124389685490234,0.6345912487014662,,,,,,0,0,0.22164190834316821,-1.363496325257319
tobas_hub_glandagol,1.0437959011159168,0.20885286511858328,3897.2605100305464,3897.2605100305464,0.0,3897.2605100305464,3897.2605100305464,1,1,0.9843450320768685,-0.07431358629881046
uir_edlothiad_espalass,-0.350648062336418,0.5584657182771238,5182.591242951721,4656.57394294298,1369.6308265025154,7060.007602126108,3831.1921837860755,1,3,-0.21091086313527335,0.17467149900143075
uruk_narthan_lin,0.13193488284265986,0.532445483862175,3697.6900424641644,2803.5803682497863,1934.0598785712805,7474.27480399002,2053.4874131604583,1,5,0.007010135408239693,-0.1561559342930252
ylf_gath_dannas,-0.1545466169811084,0.6587721730125136,1027.5789192962518,1027.5789192962518,0.0,1027.5789192962518,1027.5789192962518,1,1,-0.24459241539501364,-0.11255724801738154
Druadan_rodwen_bragol,-0.04246314998984202,0.28282522608526395,,,,,,0,0,0.34765506353154985,0.4876477669017398
Elrim_harad_menel,-0.7435391342798003,0.45905737226115206,4306.775883514235,4115.168110714758,1197.3443601533975,6324.042459564762,2338.8947986601484,1,6,-0.2549773945178726,0.6107021747024097
Eluwaith_nestad_in,,0.0,,,,,,0,0,,
Ennor_nimp_rovalug,-1.8746038248389838,0.0674425732100445,50810.350588166686,50810.350588166686,44989.32574858792,95799.67633675461,5821.024839578766,0,2,0.21821237876605704,2.616020254506301
Rochirrim_dunadan_annon,-4.625255328665723,0.11584703907721788,2614.5309166615393,2614.5309166615393,1079.4895177488233,3694.0204344103627,1535.041398912716,1,2,-1.5431456014486775,3.8526371590213064
Rochirrim_pennas_fervain,,-0.05227336819884095,8415.230974884313,3259.960334071171,20496.738526736837,97021.5038357065,1000.0000000000003,0,56,,0.7023174570428998
aes_faun_melethron,2.3931945113779247,0.050721802690520026,,,,,,0,0,2.448999850964679,0.0697566744834428
agor_galenas_pod,-0.6417668264618918,0.20102696562012531,2471.551859905271,2471.551859905271,0.0,2471.551859905271,2471.551859905271,1,1,0.27326513267452457,1.1437899489205203
agor_gaurwaith_hervenn,0.6287714650782061,0.31723807350916366,9350.168864330793,9350.168864330793,4437.696271045431,13787.865135376225,4912.4725932853635,1,2,0.5450357410233175,-0.10466965506861078
ah_eirien_mithren,1.1767970576558735,0.3415580176047696,3855.089475146513,3855.089475146513,73.47814687436403,3928.567622020877,3781.611328272149,1,2,0.6803144127690921,-0.6206033061084766
aiglos_iphant_corf,0.9683330007087263,0.2208693283562558,,,,,,0,0,0.9180553484579886,-0.0628470653134221
amath_lobor_rhun,,-0.5420032702482185,1451.3099718186807,1451.3099718186807,0.0,1451.3099718186807,1451.3099718186807,1,1,,0.38614467074334646
amloth_gaw_lalaith,-6.122627303869008,0.17466858630271564,,,,,,0,0,-2.5674626381629713,4.443955832132545
amloth_talraph_puig,,0.0,2941.9987761690427,2941.9987761690427,0.0,2941.9987761690427,2941.9987761690427,1,1,,
angos_rochir_aras,-0.46262217868286626,0.5192363858987417,3157.965505458703,3157.965505458703,1074.2183222856047,4232.183827744308,2083.747183173098,1,2,-0.21018457712272132,0.31554700195018115
ank_raegdan_iaun,-2.605383685111951,0.5674251684975955,,,,,,0,0,-1.2677251742853741,1.672073138533221
araf_gwaun_nagol,-0.08437125974094854,0.4521581159704916,4403.853105611404,4403.853105611404,282.05575782786264,4685.908863439267,4121.797347783542,1,2,0.03321945183964206,0.14698838947573825
aran_lin_gwaun,,0.13981215451018378,36488.43116788374,6333.708084012918,44920.98561360134,99989.56713465482,3142.0182849834823,0,3,,
badhor_mirdan_hwiniol,0.4065338010689854,0.07706592274204162,1846.4601650088612,1846.4601650088612,0.0,1846.4601650088612,1846.4601650088612,1,1,1.3177652711612695,1.1390393376153551
bass_thamas_galadhrim,0.2880306983885547,0.5534951797001577,6494.103427584399,6570.981265246351,695.9352415476006,7305.403374052164,5605.9256434546805,1,3,0.035852089149753796,-0.3152232615485011
bellas_nell_amath,,-0.4176781414405483,1977.9012784568113,1977.9012784568113,0.0,1977.9012784568113,1977.9012784568113,1,1,,2.8700389906756225
bellas_rochben_aith,,-1.120811455706199,,,,,,0,0,,1.2546291155282945
bragol_gwathui_gobennas,-1.1582882612453531,0.7072557650399282,7741.750049268859,3881.2328835343596,5741.041578365961,15857.608281045827,3486.4089832263867,0,3,-0.7001668165791414,0.5726518058327648
bragol_ninglor_ank,,-0.2095538531448902,5024.025621556103,5024.025621556103,0.0,5024.025621556103,5024.025621556103,1,1,,0.7553245897495793
braig_dunedhel_elu,-0.19471631016009314,0.8168298492777443,7753.781889507406,7493.616663147445,1906.1407026583342,11465.780087036836,5019.12013030108,1,6,-0.4078478475194822,-0.26641442169923635
calad_suil_badhor,1.142331043921405,0.11943314949858952,4337.984323425704,4337.984323425704,1558.7791553828072,5896.7634788085115,2779.205168042897,1,2,1.389312750894787,0.30872713371672744
callon_daen_harad,0.44513732577925264,0.4454053281508902,,,,,,0,0,0.24399090377236066,-0.25143302750861496
callon_pess_hand,1.6299158445161797,0.2734845865321032,2020.4259241665782,2020.4259241665782,0.0,2020.4259241665782,2020.4259241665782,1,1,0.9850030441632598,-0.8061410004411498
caras_uanui_merilin,2.76065392977851,0.08551647980909495,,,,,,0,0,2.2084667517194756,-0.690233972573793
