object_id,oof_prob,target
fae_haeron_merilin,0.03273867023246754,0
fang_ira_nell,0.007344469311056635,0
fast_ang_lebenedh,0.028054501145455137,0
fast_celeb_bregedur,0.2300082030026407,0
firiel_lend_mithril,0.031191518156899554,0
fuin_bragol_talraph,0.015551021633350749,0
galad_thangail_pethron,0.00485367643646393,0
gas_cair_gondrath,0.7483727299924336,0
gas_glaur_daen,0.007457670657354481,0
gaurwaith_Ithil_rhach,0.003940205853919764,0
gli_lembas_galadhrim,0.004536921705930449,0
gond_aduial_suil,0.032255945496660984,0
gond_pent_Dornhoth,0.006520245980496104,0
gondrath_saer_rach,0.03090456988933006,0
graw_heledir_lunt,0.005174548148908691,0
graw_idhren_narthan,0.11489913715231022,0
gul_braig_baug,0.0015728130266328606,0
gwador_thurin_hal,0.16207065785306507,0
gwathui_adan_barad,0.002582806686582895,0
gwilwileth_aegas_ah,0.005050330675388832,0
gwilwileth_ungol_aegas,0.04278524222847945,0
hand_gwathui_alae,0.12208796813997419,0
hand_parf_gwathui,0.0025513290484653977,0
helegnen_luith_raug,0.08700816135363922,0
helegnen_tathar_hend,0.0015741531867209692,0
hervess_calad_firiel,0.0053569238779217696,0
hervess_hend_lam,0.004771063415211889,1
hud_fast_hend,0.007445892418274942,0
imrad_achas_glamor,0.28243803929829453,1
imrad_nothrim_Sindarin,0.02296498798208402,0
ingem_hub_lembas,0.06129131138256931,0
ingem_lost_acharn,0.004130914394566167,0
ist_acharn_pendrath,0.008441162096863398,0
lagor_narthan_mindon,0.07866996016476038,0
lang_lalaith_meldir,0.008364753794648893,0
law_minuial_cabor,0.01052963212926954,0
lebdas_adab_aglareb,0.047957174184956326,0
limlug_mindon_iar,0.010770721212850658,0
limlug_pess_gwend,0.005757013399279914,0
lobor_mithren_fang,0.01831194455154407,0
lossen_pess_duin,0.009804134828464973,0
lost_ungol_draug,0.07888187994762152,0
luith_gobennas_ang,0.020620203125499382,0
luith_saig_aranarth,0.42041362394725446,0
luithien_mindon_eirien,0.0033762201762480236,0
maethor_meldir_rhosc,0.00477652661232728,0
magor_elvellon_caras,0.22787506690098822,0
malad_saer_balrog,0.0529710966224554,0
manadh_gaurwaith_lalaith,0.0012007397199105124,0
melethron_panas_aeglir,0.01409684414318929,0
mereth_aiglos_ram,0.0027438543378357156,0
mindon_helegnen_galad,0.058139069238399836,0
mithril_suil_cugu,0.027207199756419505,1
myril_thurin_ist,0.002303896637037816,0
nadhras_pethron_ulug,0.009425032861879151,0
narthan_cugu_mir,0.07095600700364887,0
neledh_eglan_gwaloth,0.004249360157516127,0
nestad_agarwaen_saer,0.13087243976067592,0
nimbrethil_adab_maethor,0.6999688368578183,0
nur_nidh_fuin,0.0060548985899903755,0
ogol_saig_adab,0.004957870854496495,0
onodrim_hervess_firion,0.088171704922928,0
paich_Mirion_aeruil,0.020030131176780624,0
paich_erchion_ablad,0.0014853318562900763,0
paich_graw_haradrim,0.0019367976780934673,0
panas_lalaith_bronwe,0.052108209837042285,0
parf_per_ruith,0.016852587603719927,0
pendrath_Gwathuirim_Elrim,0.004569294010868801,0
pent_agor_bronwe,0.07387512693557112,1
per_hwiniol_nimbrethil,0.005754292089244122,0
perian_gwend_gwilwileth,0.002293033792640619,0
perian_mir_balrog,0.054882070100709335,0
pethron_corf_menel,0.3714997081151272,0
raef_hud_baug,0.1265098426971282,1
ram_thavron_rusc,0.07374653577128672,1
rhach_bellas_alae,0.020620203125499382,0
rhun_mir_magol,0.025103030861359926,0
riel_glae_gellui,0.06356328019682342,0
riel_glass_lasguil,0.006318976375481491,0
riel_nadhras_firiel,0.020620203125499382,0
ris_hul_minas,0.004749842778097025,0
ris_perian_Tawarwaith,0.004008667275166916,0
rist_anwar_amlug,0.0022446484173275407,0
roch_hal_eryn,0.03188561631970847,0
roch_magol_luin,0.05243056894762031,0
rochben_roch_naer,0.0020771720035735494,0
rom_cae_mil,0.0018003539876053423,0
rom_lass_laug,0.11249533934203639,0
romru_elvellon_alph,0.025707497522605215,0
rudh_achas_lachenn,0.02354809358797326,0
ruith_nell_alph,0.006087382344721544,0
ruith_nur_aranarth,0.002152450061537648,0
ryn_amarth_rhach,0.0013166092799458279,0
saig_nagol_rodwen,0.04779583894422999,0
salph_iar_merilin,0.0018966974517090035,0
sammar_luin_rom,0.0015235577200991611,0
soga_forodrim_aith,0.03584142866207621,0
soga_galad_amon,0.0025543159209244566,0
suil_sogannen_bain,0.16459887885800759,1
talraph_anann_nestad,0.0015917875427857414,0
tang_aranarth_gwanur,0.26748324717657435,0
tavor_hud_parf,0.01989744272368462,0
tavor_luin_espalass,0.02054891954347424,0
thamas_hud_cuil,0.4086669252199528,1
thul_iar_lalaith,0.014159780556789344,0
tinnu_maen_gaurwaith,0.01006768471197346,0
tirith_randir_gwanur,0.012097215597156622,0
tobas_Elrim_salph,0.6504689613594027,1
tobas_hub_glandagol,0.0017658152402573078,0
uir_edlothiad_espalass,0.005775536697166585,0
uruk_narthan_lin,0.017208258700931334,0
ylf_gath_dannas,0.04069738130114938,0
Druadan_rodwen_bragol,0.04179393303252443,1
Elrim_harad_menel,0.4528312007937344,1
Eluwaith_nestad_in,0.02530672593264828,0
Ennor_nimp_rovalug,0.013196956384558613,0
Rochirrim_dunadan_annon,0.04860998755882206,0
Rochirrim_pennas_fervain,0.0759390180292373,0
aes_faun_melethron,0.01976406535437064,0
agor_galenas_pod,0.001453528558646738,0
agor_gaurwaith_hervenn,0.030847680233328987,0
ah_eirien_mithren,0.00994881950617874,0
aiglos_iphant_corf,0.0030789610496202396,0
amath_lobor_rhun,0.026526938572560117,0
amloth_gaw_lalaith,0.0016949997669958592,0
amloth_talraph_puig,0.01250427171680857,0
angos_rochir_aras,0.7016166188430598,1
ank_raegdan_iaun,0.00580295756930396,0
araf_gwaun_nagol,0.03989286112556144,0
aran_lin_gwaun,0.01507747381217398,0
badhor_mirdan_hwiniol,0.005093962616656418,0
bass_thamas_galadhrim,0.002122899865213522,0
bellas_nell_amath,0.008723533287749942,0
bellas_rochben_aith,0.5216690319658652,0
bragol_gwathui_gobennas,0.0537302118050712,0
bragol_ninglor_ank,0.02013783184465938,0
braig_dunedhel_elu,0.004742487696212616,0
calad_suil_badhor,0.01322024266122039,0
callon_daen_harad,0.03216461675936762,0
callon_pess_hand,0.04309052059729214,0
caras_uanui_merilin,0.031169422775546143,0
celeb_Ithil_cuin,0.1435611448259961,0
celon_agor_elu,0.00533619215990299,0
cirdan_araf_maecheneb,0.2921360038875431,0
cuin_corch_nothrim,0.007007874468980615,0
cuin_gondrath_aith,0.026938909274471012,0
cuin_pess_uir,0.019969153600368033,0
cund_Mirion_dunedhel,0.408277577699536,0
dirnaith_heledh_minas,0.003476927717394652,0
dol_mirdan_adan,0.044316260727104144,0
drafn_achas_rochben,0.0056984581853713545,0
drego_amlug_galadhrim,0.07600263422706205,0
dunedhel_min_hub,0.0069494257834849735,0
edlothiad_celeb_menel,0.0034756580982253653,0
eilian_hud_lossen,0.0040426254404003666,0
erchion_lend_lain,0.02615713685592955,0
eredh_nothrim_hador,0.059181383039215184,0
espalass_ryn_ist,0.007432131513248478,0
fast_cenedril_pod,0.09153941891258091,0
faun_heledh_onodrim,0.006475175444738422,0
firiel_tinuviel_ennorath,0.014581789887530054,0
gador_galad_myril,0.0015742026901075952,0
galadhrim_bellas_amarth,0.023280469857761433,0
gath_laes_gaur,0.011177502628456445,0
gaurwaith_tamin_ungol,0.11121988133825024,1
gaw_hador_peredhel,0.0014885761925290681,0
gellui_maecheneb_raef,0.009370729358631596,0
gil_mithren_luithien,0.020582812930035287,0
glandagol_dunadan_min,0.1597694516976867,0
glass_menel_rudh,0.013269748903583583,0
glass_nidh_cenedril,0.029415687920182915,0
gobennas_gondrath_puig,0.02296066715760019,0
gond_Mirion_lain,0.00496452408744669,0
gondrath_haudh_mund,0.004725782514255169,0
gorn_lebenedh_bregedur,0.0032964053192254374,0
gorn_narthan_agar,0.12787549314162344,0
grond_ogol_pennas,0.019719538749989385,0
gul_celon_gond,0.020250095793096945,0
gul_eirien_anwar,0.02716191107753994,0
gwanur_Gwathuirim_Rochirrim,0.006514865056317239,0
gwanur_thul_firion,0.020629257132019165,0
gwarth_bellas_glamor,0.032578830778421095,1
gwend_grond_Mithrim,0.0026024955317283387,0
harad_archam_cae,0.0015011459043495815,0
harad_rochben_forodrim,0.5256638244414512,0
harad_tirith_mithren,0.05538385314674154,1
haradrim_fae_maecheneb,0.6000777111469531,0
haudh_pod_maecheneb,0.004696092053949853,0
helegnen_faradrim_cae,0.9194028925100806,1
hervenn_rhosc_honeg,0.0010898204056558874,0
hervenn_tang_callon,0.02300113057686989,0
hervess_bellas_aiglos,0.2508965948503795,0
honeg_fern_saig,0.05423231264096395,0
honeg_romru_soga,0.003624240126391744,0
hud_bregedur_rist,0.14758858876258094,1
idhren_aear_min,0.0021835520951487214,0
idhren_paich_merilin,0.026194394182289266,0
ithron_andrann_lebdas,0.00762483530761262,0
lacha_Ennor_ogol,0.019529997194583204,0
lachenn_dirnaith_gwador,0.014642593630071603,0
lachenn_imlad_cugu,0.09518801791990032,0
laer_rusc_uruk,0.030875823893525344,0
lain_imlad_salph,0.0010881823449084673,0
lain_tinuviel_aduial,0.1037999611221952,0
lam_aeruil_muinthel,0.05303651251666073,0
lam_anann_gador,0.03092944770824109,0
law_ithildin_andrann,0.002599239526066189,0
law_pent_sammar,0.009943174488212837,0
lorn_thul_gwathui,0.16856876308613133,0
loss_iaun_gwael,0.0037205098953918543,0
loss_laer_amloth,0.039073937992956775,0
loss_toll_perian,0.0028264881057403443,0
lossen_aear_faun,0.001604841459662485,0
luith_fast_aear,0.0061567584025113585,0
maethor_tobas_laug,0.0034018394674679812,0
magol_mund_baug,0.00350811320865929,0
magor_hend_amarth,0.013998686627385067,0
melethron_graw_imrath,0.5064466205385587,1
menel_hervess_lend,0.004798203797111846,0
mereth_faun_bass,0.04382130005834679,0
mereth_lachenn_heleg,0.005264713889392577,0
min_noroth_manadh,0.05231923172639133,0
minai_uruk_rochir,0.06171235228126633,0
minas_lain_cirion,0.01328086860983401,0
mindon_tang_firion,0.077970859063733,0
minuial_meril_salab,0.002504433402768102,0
morgul_ennorath_magor,0.003660087582612391,0
morn_sogannen_midh,0.03243067891996481,0
muinthel_iphant_tathar,0.006603230683270161,0
nadhras_galas_nestad,0.0056672123943570145,0
nagol_lavan_salab,0.004976307107320649,0
nana_Mithrim_fuin,0.023194811253435876,0
nana_lost_luin,0.2776659702149187,0
narthan_hub_daen,0.08894649109634112,0
nimbrethil_fern_aphadrim,0.004683861409295684,0
noroth_hend_grond,0.030521058603302995,0
nothrim_ninglor_tinuviel,0.021548509126727317,0
paich_ithildin_gorn,0.008256526814962055,0
panas_magol_loss,0.011902281163734305,0
panas_pilin_ah,0.004167270087209865,0
parf_Ennor_idhren,0.004100964961840146,0
pennas_baneth_ingem,0.02024859230202179,0
per_baug_cund,0.0025088047757600243,0
pess_ank_cabor,0.0030180743085079357,0
rach_Gonhir_rom,0.049508567672692266,0
raef_lossen_panas,0.00995515182946784,0
ram_haeron_imrath,0.0027903494285665587,0
raug_parf_ungol,0.13381979761536208,0
rhach_aeglir_midh,0.32339291470770304,0
rhach_aeruil_glandagol,0.024448716474615113,0
rhosc_menel_eirien,0.004377662321480116,0
rhosc_meril_uir,0.03219376470562334,0
rhun_anwar_iaun,0.10598103396647773,1
rhun_gwador_toll,0.004887207530916465,0
rist_lacha_hal,0.0023046806398544263,0
rochir_Sindarin_merilin,0.004778167803354147,0
rovalug_adel_tamin,0.01324442129606659,0
rovalug_drego_lachenn,0.0023814000420764397,0
rovalug_imlad_alagos,0.006770670623401192,0
rudh_hul_cair,0.026733595740947542,0
ruith_rochben_aes,0.005192322619340878,0
rusc_erchion_balrog,0.12910144509583243,1
saelor_glass_cenedril,0.25090249006843485,1
saer_imrath_gorn,0.10187411045380092,0
saig_Rochirrim_haust,0.020360155864522084,0
saig_sammar_faen,0.0024548315757147573,0
sammar_gond_fast,0.01148626864466922,0
sirion_lobor_angos,0.06411570330444534,0
soga_yll_cirdan,0.003911146181593708,0
talraph_glamor_galad,0.04219272121749829,0
tathar_noroth_thor,0.002287636860347039,0
thamas_gwilwileth_cund,0.11445121207338647,0
thamas_minas_tavor,0.020348131950764337,0
thamas_sammar_ira,0.0035548410685217195,0
thangail_fae_riel,0.004392103372229636,0
thor_cabor_eilian,0.016555714683349137,0
thor_ennorath_iar,0.0043970730672970686,0
thor_lobor_hand,0.010873383859651873,0
thul_neledh_nur,0.06386502641267455,0
tinuviel_randir_cuil,0.020316815600459056,0
tinuviel_tamin_melethron,0.007120328275971085,0
tirith_amath_mil,0.19423426811056033,0
Druadan_lorn_morgul,0.0011048044906312663,0
Eluwaith_lain_curunir,0.022114386312524017,0
Eru_saelor_tegilbor,0.5455333553784819,1
Mithrim_merilin_gwachaedir,0.020547863772732,0
Rochirrim_pent_gil,0.005565517733350601,0
Sindarin_rusc_glamog,0.0017309792401641085,0
acharn_nost_mil,0.1175171037283408,0
acharn_uir_bregedur,0.001570252263882153,0
adab_Gonhir_gwanur,0.011538859024063352,0
adar_inias_hand,0.05905063720388724,0
aerlinn_raef_nimbrethil,0.006259383709219975,0
aes_perian_fae,0.006077057273226149,0
aes_rhovan_erchion,0.023425108311979154,0
ah_fervain_Ennor,0.04914939250156008,0
ah_mir_Mithrim,0.035231268932620755,0
amarth_ai_Gonhir,0.05708565391426336,0
amarth_heledir_gil,0.020593837540588418,0
amath_celon_agarwaen,0.020636113722725224,0
anann_rom_anwar,0.22199712448794717,0
angos_tamin_haust,0.0037199167865131387,0
ank_fast_luithien,0.03490088143891326,0
ank_glandagol_law,0.05017835905175806,0
anwar_gas_gaw,0.00870327324144302,0
aphadrim_lain_minai,0.0027709733835242774,0
aran_aear_muinthel,0.005632723754404724,0
aras_Elrim_Gwathuirim,0.0075665732101006,0
badhor_firiel_tinnu,0.05473876568475653,0
bain_gobennas_minas,0.0018306439620842875,0
cabor_paich_galad,0.020531823693925942,0
calad_laug_erchion,0.07656318952083792,0
callon_thangail_aerlinn,0.03129299863805481,0
certh_adel_imlad,0.032159698190457366,0
certh_curunir_luith,0.002162997157064256,0
cirdan_luith_maethor,0.002620592037828772,0
cirion_cair_echad,0.14164063831757864,0
cugu_ruith_toll,0.020620203125499382,0
cuil_magor_andrann,0.020271765624061227,0
daen_saelor_gil,0.0010748464313997917,0
dagnir_archam_raegdan,0.0045838371213588296,0
edlothiad_Ennor_graw,0.05001182502343887,0
elvellon_gador_fern,0.002890187991253092,0
erchion_lobor_hwiniol,0.24282481948820667,1
eryn_roch_tann,0.2879652353014909,0
fang_aegas_fervain,0.028378539823578765,0
faradrim_yll_honeg,0.007259930006547908,0
faun_faradrim_cae,0.010652386282265239,0
fern_lagor_guldur,0.026745660217560502,0
fervain_tamin_firion,0.020629257132019165,0
firiel_maen_sirion,0.008062894322832673,0
forodrim_dunedhel_galadhrim,0.01239018280656728,0
fuin_helegnen_rochir,0.003962151975967818,0
galadhrim_aderthad_balrog,0.020559926381068534,0
galadhrim_inias_Dornhoth,0.019588007862090796,0
galadhrim_uruk_gwend,0.008719253382505761,0
galvorn_gador_braig,0.0030913452738847674,0
gas_magol_idhren,0.06300842158454706,0
gil_amdir_corf,0.009416775075976835,0
gilgalad_nidh_mir,0.33562055829754106,0
glaur_Rochirrim_aeglir,0.025073139334363826,0
gwador_pent_faun,0.02665171909896335,0
gwaloth_aith_ulug,0.03803376424261491,0
gwanur_adar_anwar,0.009096052374947759,0
gwarth_lin_lasguil,0.057487226733828244,0
gwarth_rach_magor,0.044028106679572514,0
gwathui_gwael_heron,0.009555619833028838,0
gwathui_navaer_glaur,0.2785887432752025,1
gwaun_naer_tamin,0.006896421339479707,0
gwend_dol_inias,0.002299422122018274,0
gwend_harad_lalaith,0.003383697897554652,0
gwilwileth_cair_tavor,0.05726949562781949,0
hadhod_ram_calad,0.004575675370147627,0
hal_alae_suil,0.016171901344496167,0
hast_eryn_ah,0.02967617537084015,0
haust_vin_uan,0.007994414862184045,0
heleg_agar_melethron,0.020559926381068534,0
helegnen_idhren_hul,0.0029337774031343634,0
helegnen_tachol_corf,0.023284611490382395,0
imrad_lebed_corf,0.024652207238642997,0
imrath_gaurwaith_mil,0.01674741928300415,0
in_hervenn_malad,0.0014506529076781045,0
lain_bronwe_tamin,0.009072451890709987,0
lain_gilgalad_pess,0.027188512062404937,0
lam_gwanur_lin,0.005848183994338144,0
lam_lathron_talraph,0.03929262287294564,0
laug_imrath_gaur,0.009329286496441953,0
lebed_nadhras_iphant,0.017418494101492776,0
lebenedh_imrad_adab,0.019883283519971713,0
lebenedh_law_gwaloth,0.0015398335753741537,0
lhug_amlug_ithildin,0.14256176296097683,0
lin_cirion_maecheneb,0.004053514225926971,0
lossen_rovalug_luithien,0.011287784582197811,0
luin_thor_aear,0.20400582869396125,0
lunt_gwend_imrath,0.18794797416191175,0
magol_hador_thor,0.0007985718219266296,0
magor_aiglos_amon,0.0030729623425502207,0
melethron_drafn_Gwathuirim,0.0029518038677347424,0
mil_emel_mir,0.02243596855354121,0
min_heleg_pethron,0.002511472122506435,0
morgul_lembas_dam,0.0195168442033464,0
muil_bragol_aeruil,0.06393599202371744,0
muil_inias_dunadan,0.020620203125499382,0
muinthel_aegas_Druadan,0.009297203247966901,0
muinthel_cuil_uan,0.08439439320766527,0
mund_parf_Eru,0.006450882174006934,0
nana_celeb_fast,0.016284065336267747,0
narthan_puig_haeron,0.00741142174688962,0
nell_dam_guldur,0.04211617160670149,0
nell_rusc_roch,0.01935422273008885,0
nestad_sogannen_gobennas,0.020559926381068534,0
nidh_pendrath_dunedhel,0.0030689075962782916,0
nim_cuin_saer,0.0038582263951453984,0
nimp_tamin_alagos,0.008014663941058089,0
ninglor_ank_helegnen,0.004283531055076066,0
nost_tachol_rom,0.11211833456080932,0
nur_angos_gaurwaith,0.003360496204278928,0
pent_gobennas_achas,0.007160811336902107,0
perian_gwaun_minuial,0.0033295211933107673,0
pilin_minai_bellas,0.0378445162393069,0
ram_ogol_cuil,0.02638060863302325,0
riel_edlothiad_elvellon,0.003831624202665328,0
ris_heledh_Tawarwaith,0.009097770467707527,0
ris_hud_magor,0.01105309114491197,0
rochir_eirien_tann,0.0039774282337918,0
romru_Gwathuirim_per,0.0041464115983304,0
romru_ithildin_alagos,0.005190780237393121,0
ruith_bain_gwachaedir,0.3165367335019197,0
rusc_emel_rist,0.12780280264416227,0
sador_bass_tinuviel,0.019900630741261402,0
saer_ylf_hervess,0.00808286877293981,0
saew_aglareb_rhun,0.006776286579487277,0
saig_forodrim_bass,0.03749321999457582,0
tang_Gwathuirim_aerlinn,0.005867746345310238,0
thamas_pethron_eilian,0.026242749968216045,0
thangail_aran_adan,0.004546393315537177,0
thangail_rhun_meldir,0.06506045638557216,0
uan_bellas_iaun,0.004252816541564723,0
ulug_espalass_muil,0.0030006846834092797,0
vin_celeb_ruith,0.5250457216748535,0
Dornhoth_rist_lalaith,0.006173911168585183,0
Elrim_firiel_soga,0.5771850421784172,0
Elrim_heledir_fervain,0.040130574277394485,0
Gwathuirim_meldir_fuin,0.5703394485867014,1
Ithil_uanui_Eluwaith,0.008972796369921446,0
Mirion_baug_angos,0.016825119820604455,0
Sindarin_araf_pilin,0.5259258006947575,1
adar_amlug_eryn,0.02054891954347424,0
adel_glae_melethron,0.023408511516950864,0
aderthad_ulug_nadhras,0.020395467535555666,0
aduial_anann_aphadrim,0.0017632218788604982,0
aerlinn_nagol_bellas,0.004022268358729273,0
agor_araf_faradrim,0.004219596133141669,0
amloth_pess_gwathui,0.1652844875667243,0
amon_cirion_annon,0.04624766337306369,1
angos_celon_lain,0.03142561096074094,0
ank_heledh_rudh,0.0030385892446881317,0
anwar_gilgalad_luith,0.4876492747688913,1
anwar_raef_fervain,0.009142430372315043,0
aranarth_gwilwileth_laer,0.008289455191168053,0
aras_minai_yll,0.0040027042068503625,0
aras_rusc_rhovan,0.020620203125499392,0
archam_calad_lossen,0.026111775316107345,0
badhor_rhach_rach,0.0573840345906338,0
balrog_gil_rhosc,0.005706521820868883,0
barad_nur_gobennas,0.020192611697680295,0
corf_annon_talraph,0.015382656517923709,0
cugu_mund_celeb,0.004898530561402634,0
cund_gath_loss,0.06473102994807502,0
cund_lathron_galenas,0.43443780078268784,0
cyron_amlug_lebenedh,0.04235468563144126,0
dannas_gul_bronwe,0.003464488138667367,0
dol_adan_dunadan,0.0010269113480366279,0
drafn_mund_mithren,0.0011912869274645782,0
draug_drafn_gwend,0.008177149784388346,0
eirien_Druadan_ingem,0.12551318322957666,1
eirien_uruk_cirdan,0.029955658797123592,0
elu_certh_lam,0.21639771112296532,0
emel_annon_aith,0.013215308836830031,0
erchion_alagos_thurin,0.030331975403310917,0
eryn_saig_cirdan,0.04584968107117154,0
fang_gwilwileth_uan,0.02584328433685702,0
fang_thamas_eirien,0.17169487399050884,1
fern_aerlinn_rhovan,0.023266310600168785,0
firion_erchion_glae,0.02328857841426644,0
forodrim_Mirion_balrog,0.0008226173682226033,0
forodrim_navaer_rhach,0.5095177072182485,0
fuin_ryn_amdir,0.159627203974721,1
gador_Tawarwaith_rhovan,0.01773900361495261,0
gaur_barad_faradrim,0.005215345674118096,0
gaur_galas_rach,0.020593837540588418,0
gaurwaith_ira_fast,0.03601609631670966,0
gilgalad_nothrim_alph,0.0022265670931103216,0
glae_aear_minai,0.20227939448377008,0
glae_anwar_adab,0.026635321954852846,0
glandagol_gwael_gaur,0.02034351130389493,0
gli_cirdan_lobor,0.3277066996455549,0
graw_anann_uir,0.001304607901977525,0
gwael_saer_lebenedh,0.00552845232279841,0
gwarth_lorn_lost,0.010272593117959361,0
gwilwileth_dirnaith_lagor,0.00534661036552135,0
hadhod_annon_agarwaen,0.012724024426640413,0
haeron_pendrath_gwaloth,0.004392738281766093,0
haradrim_pess_gwarth,0.00451575125600742,0
haust_fuin_paich,0.0058178522574668075,0
helegnen_rovalug_anwar,0.006824007114735186,0
hervenn_Gonhir_eryn,0.0026764577318148944,0
hervenn_alae_braig,0.0176441998969339,0
hud_uanui_ira,0.023214203472442185,0
iaun_gil_cuin,0.008765355062811255,0
imlad_heron_lang,0.005268433029594289,0
ist_erchion_cyron,0.0030720051570452523,0
ithron_galvorn_gaur,0.6665605501606849,1
lacha_amlug_braig,0.014936656042878006,0
lacha_duin_uanui,0.0037852218147519027,0
lachenn_galenas_tamin,0.00828634340694497,0
laer_gellui_gador,0.0009456805495970099,0
lam_aegas_romru,0.005009780385718469,0
lass_suil_aiglos,0.046302727264440215,0
lavan_peredhel_pilin,0.06173584375921557,0
law_soga_Tawarwaith,0.022994381290663397,0
lebdas_noroth_ang,0.0036849745974031492,0
lebenedh_aith_aear,0.009956695051157895,0
lembas_hast_helegnen,0.021097253739564226,0
lobor_gwachaedir_emel,0.13867656656659386,0
lost_muil_cabed,0.2711272061746078,0
lost_ulug_aeglir,0.008849903076336227,0
lunt_thul_Sindarin,0.003100757634499056,0
maethor_ah_haeron,0.004155134760229152,0
mereth_iphant_gil,0.00525806246443736,0
mil_ris_lain,0.019637042297528256,0
minai_lebed_eilian,0.002073294891899461,0
morn_naer_fang,0.003100990950024254,0
muil_Gwathuirim_espalass,0.041685185933787124,0
nana_aith_eglan,0.040844381062964084,0
narthan_suil_araf,0.0027745914046631887,0
neledh_nell_cuin,0.04092604147746311,0
nell_ithildin_uir,0.023096693554909908,0
nestad_ablad_rach,0.0062735980889880635,0
nidh_ram_achas,0.01034040110924608,0
nim_lossen_lang,0.057679576229583446,0
onodrim_dirnaith_minas,0.005316420172863987,0
onodrim_ulug_lobor,0.03795559223753934,0
panas_salph_raug,0.009771053892647142,0
panas_soga_gador,0.020326187376773903,0
peredhel_aeruil_forodrim,0.42504217011847717,0
perian_lagor_luithien,0.020296252999322948,0
pethron_Elrim_rochben,0.007763212433634336,0
pethron_neledh_glae,0.0020344185050714877,0
pod_gondrath_archam,0.04356311072073275,0
pod_iar_celeb,0.018285463272081057,0
raef_Mirion_lebed,0.18893700400251764,1
randir_dam_ennorath,0.19297162709001064,0
rhosc_minai_hend,0.004472117402443135,0
rhosc_noroth_bragol,0.04828847083324352,0
rhun_fang_tavor,0.01369668344846286,0
rom_raef_lavan,0.006258027415749057,0
ruith_cuil_fast,0.06172985907689865,0
rust_hador_parf,0.053424954040271824,0
ryn_thamas_imrath,0.032493354983680695,0
sador_lin_eilian,0.006601958040829716,0
saer_aith_talraph,0.0023303447253198747,0
saig_idhren_daen,0.03752503204994733,0
salab_heledh_Rochirrim,0.0008851383075867517,0
salab_hu_maethor,0.04196944715972504,0
salab_hwiniol_ira,0.033832750769208775,0
salab_tirith_Ithil,0.006427793415403925,1
sammar_idhren_nath,0.01003046775662421,0
sirion_peredhel_suil,0.028983651524885842,0
soga_hador_hadhod,0.09973205295106748,0
soga_ylf_gas,0.002127431119651229,0
tachol_hast_lam,0.0491232726598788,0
tachol_saig_lorn,0.007891268253352124,0
thangail_dol_sirion,0.0021805648160685884,0
thangail_hend_nadhras,0.001261757594997217,0
thurin_aegas_bregedur,0.3849936582401162,1
thurin_pent_minuial,0.0025445720122524145,0
thurin_rust_luin,0.02485762833266068,0
tobas_hun_peredhel,0.023064803208315405,1
tobas_narthan_min,0.0031718677804163102,0
uan_gaur_maethor,0.002540897902399727,0
ungol_limlug_tirith,0.003232840235862901,0
ylf_gwador_eilian,0.0035779826938461233,0
ylf_suil_eirien,0.0024643816978386665,0
yll_tamin_fern,0.0027367491742588024,0
Druadan_galadhrim_narthan,0.0012981954382123803,0
Ithil_uan_hub,0.024936767927794517,0
Mithrim_lam_anann,0.005491490722241831,0
Rochirrim_gwael_muinthel,0.004323150549631612,0
achad_gwaloth_pilin,0.0034271964972940666,0
